Namespace(batch_size=64, beta1=0.5, cuda=False, data_path='../data/', dataset='cifar10', direction='b2a', epoch_count=1, input_nc=3, lamb=10, lr=0.0002, lr_decay_iters=50, lr_policy='lambda', ndf=8, ngf=8, niter=100, niter_decay=100, output_nc=3, result_path='../results/', seed=123, test_batch_size=1, threads=4)
===> Loading datasets
===> Building models
initialize network with normal
Load existing models
===> Epoch[2](66/390): Loss_G: 0.1060
===> Epoch[2](67/390): Loss_G: 0.0822
===> Epoch[2](68/390): Loss_G: 0.1012
===> Epoch[2](69/390): Loss_G: 0.1060
===> Epoch[2](70/390): Loss_G: 0.0965
===> Epoch[2](71/390): Loss_G: 0.0760
===> Epoch[2](72/390): Loss_G: 0.0917
===> Epoch[2](73/390): Loss_G: 0.0941
===> Epoch[2](74/390): Loss_G: 0.0986
===> Epoch[2](75/390): Loss_G: 0.1016
===> Epoch[2](76/390): Loss_G: 0.1021
===> Epoch[2](77/390): Loss_G: 0.0724
===> Epoch[2](78/390): Loss_G: 0.1040
===> Epoch[2](79/390): Loss_G: 0.0917
===> Epoch[2](80/390): Loss_G: 0.0968
===> Epoch[2](81/390): Loss_G: 0.0779
===> Epoch[2](82/390): Loss_G: 0.0977
===> Epoch[2](83/390): Loss_G: 0.1269
===> Epoch[2](84/390): Loss_G: 0.0943
===> Epoch[2](85/390): Loss_G: 0.1127
===> Epoch[2](86/390): Loss_G: 0.0950
===> Epoch[2](87/390): Loss_G: 0.0931
===> Epoch[2](88/390): Loss_G: 0.0915
===> Epoch[2](89/390): Loss_G: 0.0891
===> Epoch[2](90/390): Loss_G: 0.0729
===> Epoch[2](91/390): Loss_G: 0.0878
===> Epoch[2](92/390): Loss_G: 0.1032
===> Epoch[2](93/390): Loss_G: 0.0942
===> Epoch[2](94/390): Loss_G: 0.0903
===> Epoch[2](95/390): Loss_G: 0.1148
===> Epoch[2](96/390): Loss_G: 0.0923
===> Epoch[2](97/390): Loss_G: 0.1139
===> Epoch[2](98/390): Loss_G: 0.0931
===> Epoch[2](99/390): Loss_G: 0.0921
===> Epoch[2](100/390): Loss_G: 0.0812
===> Epoch[2](101/390): Loss_G: 0.0835
===> Epoch[2](102/390): Loss_G: 0.0977
===> Epoch[2](103/390): Loss_G: 0.0752
===> Epoch[2](104/390): Loss_G: 0.1070
===> Epoch[2](105/390): Loss_G: 0.0957
===> Epoch[2](106/390): Loss_G: 0.0950
===> Epoch[2](107/390): Loss_G: 0.0972
===> Epoch[2](108/390): Loss_G: 0.1101
===> Epoch[2](109/390): Loss_G: 0.0859
===> Epoch[2](110/390): Loss_G: 0.1059
===> Epoch[2](111/390): Loss_G: 0.0915
===> Epoch[2](112/390): Loss_G: 0.0828
===> Epoch[2](113/390): Loss_G: 0.0981
===> Epoch[2](114/390): Loss_G: 0.1287
===> Epoch[2](115/390): Loss_G: 0.0946
===> Epoch[2](116/390): Loss_G: 0.1015
===> Epoch[2](117/390): Loss_G: 0.0863
===> Epoch[2](118/390): Loss_G: 0.0844
===> Epoch[2](119/390): Loss_G: 0.0714
===> Epoch[2](120/390): Loss_G: 0.0947
===> Epoch[2](121/390): Loss_G: 0.1026
===> Epoch[2](122/390): Loss_G: 0.1048
===> Epoch[2](123/390): Loss_G: 0.0916
===> Epoch[2](124/390): Loss_G: 0.0879
===> Epoch[2](125/390): Loss_G: 0.0856
===> Epoch[2](126/390): Loss_G: 0.0912
===> Epoch[2](127/390): Loss_G: 0.0795
===> Epoch[2](128/390): Loss_G: 0.1132
===> Epoch[2](129/390): Loss_G: 0.0993
===> Epoch[2](130/390): Loss_G: 0.0783
===> Epoch[2](131/390): Loss_G: 0.0967
===> Epoch[2](132/390): Loss_G: 0.0836
===> Epoch[2](133/390): Loss_G: 0.0991
===> Epoch[2](134/390): Loss_G: 0.0870
===> Epoch[2](135/390): Loss_G: 0.0991
===> Epoch[2](136/390): Loss_G: 0.1093
===> Epoch[2](137/390): Loss_G: 0.1144
===> Epoch[2](138/390): Loss_G: 0.0896
===> Epoch[2](139/390): Loss_G: 0.0993
===> Epoch[2](140/390): Loss_G: 0.0942
===> Epoch[2](141/390): Loss_G: 0.1050
===> Epoch[2](142/390): Loss_G: 0.0955
===> Epoch[2](143/390): Loss_G: 0.0885
===> Epoch[2](144/390): Loss_G: 0.0937
===> Epoch[2](145/390): Loss_G: 0.0868
===> Epoch[2](146/390): Loss_G: 0.1032
===> Epoch[2](147/390): Loss_G: 0.0940
===> Epoch[2](148/390): Loss_G: 0.1013
===> Epoch[2](149/390): Loss_G: 0.0845
===> Epoch[2](150/390): Loss_G: 0.0894
===> Epoch[2](151/390): Loss_G: 0.0904
===> Epoch[2](152/390): Loss_G: 0.0995
===> Epoch[2](153/390): Loss_G: 0.1086
===> Epoch[2](154/390): Loss_G: 0.0781
===> Epoch[2](155/390): Loss_G: 0.0786
===> Epoch[2](156/390): Loss_G: 0.0867
===> Epoch[2](157/390): Loss_G: 0.0749
===> Epoch[2](158/390): Loss_G: 0.1167
===> Epoch[2](159/390): Loss_G: 0.0889
===> Epoch[2](160/390): Loss_G: 0.1037
===> Epoch[2](161/390): Loss_G: 0.0752
===> Epoch[2](162/390): Loss_G: 0.1090
===> Epoch[2](163/390): Loss_G: 0.1136
===> Epoch[2](164/390): Loss_G: 0.0920
===> Epoch[2](165/390): Loss_G: 0.0779
===> Epoch[2](166/390): Loss_G: 0.0785
===> Epoch[2](167/390): Loss_G: 0.1007
===> Epoch[2](168/390): Loss_G: 0.1079
===> Epoch[2](169/390): Loss_G: 0.0985
===> Epoch[2](170/390): Loss_G: 0.1253
===> Epoch[2](171/390): Loss_G: 0.0974
===> Epoch[2](172/390): Loss_G: 0.1147
===> Epoch[2](173/390): Loss_G: 0.0897
===> Epoch[2](174/390): Loss_G: 0.0783
===> Epoch[2](175/390): Loss_G: 0.0831
===> Epoch[2](176/390): Loss_G: 0.0870
===> Epoch[2](177/390): Loss_G: 0.1321
===> Epoch[2](178/390): Loss_G: 0.0898
===> Epoch[2](179/390): Loss_G: 0.0843
===> Epoch[2](180/390): Loss_G: 0.0853
===> Epoch[2](181/390): Loss_G: 0.0771
===> Epoch[2](182/390): Loss_G: 0.1025
===> Epoch[2](183/390): Loss_G: 0.0885
===> Epoch[2](184/390): Loss_G: 0.0869
===> Epoch[2](185/390): Loss_G: 0.0978
===> Epoch[2](186/390): Loss_G: 0.1085
===> Epoch[2](187/390): Loss_G: 0.0949
===> Epoch[2](188/390): Loss_G: 0.0868
===> Epoch[2](189/390): Loss_G: 0.0963
===> Epoch[2](190/390): Loss_G: 0.0965
===> Epoch[2](191/390): Loss_G: 0.1005
===> Epoch[2](192/390): Loss_G: 0.1086
===> Epoch[2](193/390): Loss_G: 0.1004
===> Epoch[2](194/390): Loss_G: 0.0794
===> Epoch[2](195/390): Loss_G: 0.0916
===> Epoch[2](196/390): Loss_G: 0.0848
===> Epoch[2](197/390): Loss_G: 0.1125
===> Epoch[2](198/390): Loss_G: 0.1058
===> Epoch[2](199/390): Loss_G: 0.1087
===> Epoch[2](200/390): Loss_G: 0.1197
===> Epoch[2](201/390): Loss_G: 0.1094
===> Epoch[2](202/390): Loss_G: 0.1018
===> Epoch[2](203/390): Loss_G: 0.0979
===> Epoch[2](204/390): Loss_G: 0.1083
===> Epoch[2](205/390): Loss_G: 0.0957
===> Epoch[2](206/390): Loss_G: 0.0913
===> Epoch[2](207/390): Loss_G: 0.1030
===> Epoch[2](208/390): Loss_G: 0.1062
===> Epoch[2](209/390): Loss_G: 0.1000
===> Epoch[2](210/390): Loss_G: 0.0766
===> Epoch[2](211/390): Loss_G: 0.0946
===> Epoch[2](212/390): Loss_G: 0.1136
===> Epoch[2](213/390): Loss_G: 0.1193
===> Epoch[2](214/390): Loss_G: 0.0941
===> Epoch[2](215/390): Loss_G: 0.0955
===> Epoch[2](216/390): Loss_G: 0.0781
===> Epoch[2](217/390): Loss_G: 0.1082
===> Epoch[2](218/390): Loss_G: 0.1058
===> Epoch[2](219/390): Loss_G: 0.0910
===> Epoch[2](220/390): Loss_G: 0.0867
===> Epoch[2](221/390): Loss_G: 0.0899
===> Epoch[2](222/390): Loss_G: 0.1084
===> Epoch[2](223/390): Loss_G: 0.0883
===> Epoch[2](224/390): Loss_G: 0.0979
===> Epoch[2](225/390): Loss_G: 0.0941
===> Epoch[2](226/390): Loss_G: 0.0857
===> Epoch[2](227/390): Loss_G: 0.0873
===> Epoch[2](228/390): Loss_G: 0.0763
===> Epoch[2](229/390): Loss_G: 0.1109
===> Epoch[2](230/390): Loss_G: 0.1119
===> Epoch[2](231/390): Loss_G: 0.0826
===> Epoch[2](232/390): Loss_G: 0.1126
===> Epoch[2](233/390): Loss_G: 0.1037
===> Epoch[2](234/390): Loss_G: 0.0935
===> Epoch[2](235/390): Loss_G: 0.0817
===> Epoch[2](236/390): Loss_G: 0.0707
===> Epoch[2](237/390): Loss_G: 0.1085
===> Epoch[2](238/390): Loss_G: 0.1106
===> Epoch[2](239/390): Loss_G: 0.0956
===> Epoch[2](240/390): Loss_G: 0.0877
===> Epoch[2](241/390): Loss_G: 0.0816
===> Epoch[2](242/390): Loss_G: 0.1021
===> Epoch[2](243/390): Loss_G: 0.0966
===> Epoch[2](244/390): Loss_G: 0.0871
===> Epoch[2](245/390): Loss_G: 0.0753
===> Epoch[2](246/390): Loss_G: 0.0868
===> Epoch[2](247/390): Loss_G: 0.0986
===> Epoch[2](248/390): Loss_G: 0.0873
===> Epoch[2](249/390): Loss_G: 0.0746
===> Epoch[2](250/390): Loss_G: 0.0979
===> Epoch[2](251/390): Loss_G: 0.0896
===> Epoch[2](252/390): Loss_G: 0.0994
===> Epoch[2](253/390): Loss_G: 0.0935
===> Epoch[2](254/390): Loss_G: 0.0985
===> Epoch[2](255/390): Loss_G: 0.1175
===> Epoch[2](256/390): Loss_G: 0.0920
===> Epoch[2](257/390): Loss_G: 0.1247
===> Epoch[2](258/390): Loss_G: 0.1016
===> Epoch[2](259/390): Loss_G: 0.0873
===> Epoch[2](260/390): Loss_G: 0.1181
===> Epoch[2](261/390): Loss_G: 0.1160
===> Epoch[2](262/390): Loss_G: 0.0988
===> Epoch[2](263/390): Loss_G: 0.0914
===> Epoch[2](264/390): Loss_G: 0.0859
===> Epoch[2](265/390): Loss_G: 0.0867
===> Epoch[2](266/390): Loss_G: 0.0953
===> Epoch[2](267/390): Loss_G: 0.0885
===> Epoch[2](268/390): Loss_G: 0.0856
===> Epoch[2](269/390): Loss_G: 0.0871
===> Epoch[2](270/390): Loss_G: 0.0712
===> Epoch[2](271/390): Loss_G: 0.0839
===> Epoch[2](272/390): Loss_G: 0.0917
===> Epoch[2](273/390): Loss_G: 0.0916
===> Epoch[2](274/390): Loss_G: 0.0763
===> Epoch[2](275/390): Loss_G: 0.0822
===> Epoch[2](276/390): Loss_G: 0.0851
===> Epoch[2](277/390): Loss_G: 0.0886
===> Epoch[2](278/390): Loss_G: 0.1055
===> Epoch[2](279/390): Loss_G: 0.1056
===> Epoch[2](280/390): Loss_G: 0.0953
===> Epoch[2](281/390): Loss_G: 0.1268
===> Epoch[2](282/390): Loss_G: 0.0803
===> Epoch[2](283/390): Loss_G: 0.0945
===> Epoch[2](284/390): Loss_G: 0.0925
===> Epoch[2](285/390): Loss_G: 0.0813
===> Epoch[2](286/390): Loss_G: 0.1122
===> Epoch[2](287/390): Loss_G: 0.0945
===> Epoch[2](288/390): Loss_G: 0.0943
===> Epoch[2](289/390): Loss_G: 0.0938
===> Epoch[2](290/390): Loss_G: 0.0786
===> Epoch[2](291/390): Loss_G: 0.0886
===> Epoch[2](292/390): Loss_G: 0.0837
===> Epoch[2](293/390): Loss_G: 0.0956
===> Epoch[2](294/390): Loss_G: 0.0963
===> Epoch[2](295/390): Loss_G: 0.0713
===> Epoch[2](296/390): Loss_G: 0.0911
===> Epoch[2](297/390): Loss_G: 0.1108
===> Epoch[2](298/390): Loss_G: 0.1092
===> Epoch[2](299/390): Loss_G: 0.0819
===> Epoch[2](300/390): Loss_G: 0.0735
===> Epoch[2](301/390): Loss_G: 0.1052
===> Epoch[2](302/390): Loss_G: 0.1093
===> Epoch[2](303/390): Loss_G: 0.1115
===> Epoch[2](304/390): Loss_G: 0.0838
===> Epoch[2](305/390): Loss_G: 0.0836
===> Epoch[2](306/390): Loss_G: 0.1065
===> Epoch[2](307/390): Loss_G: 0.1120
===> Epoch[2](308/390): Loss_G: 0.0880
===> Epoch[2](309/390): Loss_G: 0.0771
===> Epoch[2](310/390): Loss_G: 0.0874
===> Epoch[2](311/390): Loss_G: 0.0930
===> Epoch[2](312/390): Loss_G: 0.0904
===> Epoch[2](313/390): Loss_G: 0.0888
===> Epoch[2](314/390): Loss_G: 0.0735
===> Epoch[2](315/390): Loss_G: 0.0830
===> Epoch[2](316/390): Loss_G: 0.0949
===> Epoch[2](317/390): Loss_G: 0.0824
===> Epoch[2](318/390): Loss_G: 0.0945
===> Epoch[2](319/390): Loss_G: 0.1009
===> Epoch[2](320/390): Loss_G: 0.0816
===> Epoch[2](321/390): Loss_G: 0.1078
===> Epoch[2](322/390): Loss_G: 0.1212
===> Epoch[2](323/390): Loss_G: 0.0742
===> Epoch[2](324/390): Loss_G: 0.1265
===> Epoch[2](325/390): Loss_G: 0.1211
===> Epoch[2](326/390): Loss_G: 0.0890
===> Epoch[2](327/390): Loss_G: 0.0917
===> Epoch[2](328/390): Loss_G: 0.0905
===> Epoch[2](329/390): Loss_G: 0.1117
===> Epoch[2](330/390): Loss_G: 0.0999
===> Epoch[2](331/390): Loss_G: 0.1018
===> Epoch[2](332/390): Loss_G: 0.0866
===> Epoch[2](333/390): Loss_G: 0.1329
===> Epoch[2](334/390): Loss_G: 0.1012
===> Epoch[2](335/390): Loss_G: 0.1054
===> Epoch[2](336/390): Loss_G: 0.0912
===> Epoch[2](337/390): Loss_G: 0.0991
===> Epoch[2](338/390): Loss_G: 0.0766
===> Epoch[2](339/390): Loss_G: 0.1064
===> Epoch[2](340/390): Loss_G: 0.0958
===> Epoch[2](341/390): Loss_G: 0.0861
===> Epoch[2](342/390): Loss_G: 0.0782
===> Epoch[2](343/390): Loss_G: 0.1259
===> Epoch[2](344/390): Loss_G: 0.0947
===> Epoch[2](345/390): Loss_G: 0.1069
===> Epoch[2](346/390): Loss_G: 0.0609
===> Epoch[2](347/390): Loss_G: 0.0931
===> Epoch[2](348/390): Loss_G: 0.1053
===> Epoch[2](349/390): Loss_G: 0.0916
===> Epoch[2](350/390): Loss_G: 0.1115
===> Epoch[2](351/390): Loss_G: 0.1066
===> Epoch[2](352/390): Loss_G: 0.0989
===> Epoch[2](353/390): Loss_G: 0.0789
===> Epoch[2](354/390): Loss_G: 0.0885
===> Epoch[2](355/390): Loss_G: 0.0890
===> Epoch[2](356/390): Loss_G: 0.0987
===> Epoch[2](357/390): Loss_G: 0.0955
===> Epoch[2](358/390): Loss_G: 0.0825
===> Epoch[2](359/390): Loss_G: 0.0839
===> Epoch[2](360/390): Loss_G: 0.0716
===> Epoch[2](361/390): Loss_G: 0.0774
===> Epoch[2](362/390): Loss_G: 0.0771
===> Epoch[2](363/390): Loss_G: 0.0701
===> Epoch[2](364/390): Loss_G: 0.0911
===> Epoch[2](365/390): Loss_G: 0.1274
===> Epoch[2](366/390): Loss_G: 0.0961
===> Epoch[2](367/390): Loss_G: 0.1062
===> Epoch[2](368/390): Loss_G: 0.0772
===> Epoch[2](369/390): Loss_G: 0.0926
===> Epoch[2](370/390): Loss_G: 0.0847
===> Epoch[2](371/390): Loss_G: 0.0778
===> Epoch[2](372/390): Loss_G: 0.0789
===> Epoch[2](373/390): Loss_G: 0.0954
===> Epoch[2](374/390): Loss_G: 0.0821
===> Epoch[2](375/390): Loss_G: 0.1316
===> Epoch[2](376/390): Loss_G: 0.0935
===> Epoch[2](377/390): Loss_G: 0.0765
===> Epoch[2](378/390): Loss_G: 0.1021
===> Epoch[2](379/390): Loss_G: 0.1001
===> Epoch[2](380/390): Loss_G: 0.1235
===> Epoch[2](381/390): Loss_G: 0.0834
===> Epoch[2](382/390): Loss_G: 0.1031
===> Epoch[2](383/390): Loss_G: 0.0829
===> Epoch[2](384/390): Loss_G: 0.1081
===> Epoch[2](385/390): Loss_G: 0.1086
===> Epoch[2](386/390): Loss_G: 0.1235
===> Epoch[2](387/390): Loss_G: 0.0875
===> Epoch[2](388/390): Loss_G: 0.0960
===> Epoch[2](389/390): Loss_G: 0.1117
===> Epoch[2](390/390): Loss_G: 0.0871
learning rate = 0.0002000
Checkpoint saved to checkpointcifar10
===> Epoch[3](1/390): Loss_G: 0.0810
===> Epoch[3](2/390): Loss_G: 0.1135
===> Epoch[3](3/390): Loss_G: 0.0779
===> Epoch[3](4/390): Loss_G: 0.0703
===> Epoch[3](5/390): Loss_G: 0.0908
===> Epoch[3](6/390): Loss_G: 0.0809
===> Epoch[3](7/390): Loss_G: 0.1027
===> Epoch[3](8/390): Loss_G: 0.1105
===> Epoch[3](9/390): Loss_G: 0.1030
===> Epoch[3](10/390): Loss_G: 0.0762
===> Epoch[3](11/390): Loss_G: 0.1003
===> Epoch[3](12/390): Loss_G: 0.1411
===> Epoch[3](13/390): Loss_G: 0.0904
===> Epoch[3](14/390): Loss_G: 0.0894
===> Epoch[3](15/390): Loss_G: 0.1152
===> Epoch[3](16/390): Loss_G: 0.0785
===> Epoch[3](17/390): Loss_G: 0.0747
===> Epoch[3](18/390): Loss_G: 0.1033
===> Epoch[3](19/390): Loss_G: 0.0910
===> Epoch[3](20/390): Loss_G: 0.0926
===> Epoch[3](21/390): Loss_G: 0.0736
===> Epoch[3](22/390): Loss_G: 0.0965
===> Epoch[3](23/390): Loss_G: 0.0970
===> Epoch[3](24/390): Loss_G: 0.0936
===> Epoch[3](25/390): Loss_G: 0.0933
===> Epoch[3](26/390): Loss_G: 0.1184
===> Epoch[3](27/390): Loss_G: 0.0814
===> Epoch[3](28/390): Loss_G: 0.0927
===> Epoch[3](29/390): Loss_G: 0.0838
===> Epoch[3](30/390): Loss_G: 0.0880
===> Epoch[3](31/390): Loss_G: 0.0819
===> Epoch[3](32/390): Loss_G: 0.0901
===> Epoch[3](33/390): Loss_G: 0.0971
===> Epoch[3](34/390): Loss_G: 0.0893
===> Epoch[3](35/390): Loss_G: 0.0834
===> Epoch[3](36/390): Loss_G: 0.0872
===> Epoch[3](37/390): Loss_G: 0.0966
===> Epoch[3](38/390): Loss_G: 0.1196
===> Epoch[3](39/390): Loss_G: 0.0749
===> Epoch[3](40/390): Loss_G: 0.0909
===> Epoch[3](41/390): Loss_G: 0.0787
===> Epoch[3](42/390): Loss_G: 0.0869
===> Epoch[3](43/390): Loss_G: 0.0863
===> Epoch[3](44/390): Loss_G: 0.0949
===> Epoch[3](45/390): Loss_G: 0.0780
===> Epoch[3](46/390): Loss_G: 0.1022
===> Epoch[3](47/390): Loss_G: 0.0704
===> Epoch[3](48/390): Loss_G: 0.0804
===> Epoch[3](49/390): Loss_G: 0.0867
===> Epoch[3](50/390): Loss_G: 0.0785
===> Epoch[3](51/390): Loss_G: 0.0968
===> Epoch[3](52/390): Loss_G: 0.0958
===> Epoch[3](53/390): Loss_G: 0.0959
===> Epoch[3](54/390): Loss_G: 0.0734
===> Epoch[3](55/390): Loss_G: 0.0987
===> Epoch[3](56/390): Loss_G: 0.0802
===> Epoch[3](57/390): Loss_G: 0.1099
===> Epoch[3](58/390): Loss_G: 0.0888
===> Epoch[3](59/390): Loss_G: 0.1081
===> Epoch[3](60/390): Loss_G: 0.0820
===> Epoch[3](61/390): Loss_G: 0.0890
===> Epoch[3](62/390): Loss_G: 0.1021
===> Epoch[3](63/390): Loss_G: 0.0946
===> Epoch[3](64/390): Loss_G: 0.0961
===> Epoch[3](65/390): Loss_G: 0.0828
===> Epoch[3](66/390): Loss_G: 0.1015
===> Epoch[3](67/390): Loss_G: 0.1007
===> Epoch[3](68/390): Loss_G: 0.0941
===> Epoch[3](69/390): Loss_G: 0.0930
===> Epoch[3](70/390): Loss_G: 0.1049
===> Epoch[3](71/390): Loss_G: 0.0865
===> Epoch[3](72/390): Loss_G: 0.1139
===> Epoch[3](73/390): Loss_G: 0.0946
===> Epoch[3](74/390): Loss_G: 0.1245
===> Epoch[3](75/390): Loss_G: 0.0919
===> Epoch[3](76/390): Loss_G: 0.0853
===> Epoch[3](77/390): Loss_G: 0.1123
===> Epoch[3](78/390): Loss_G: 0.1001
===> Epoch[3](79/390): Loss_G: 0.0855
===> Epoch[3](80/390): Loss_G: 0.1344
===> Epoch[3](81/390): Loss_G: 0.1044
===> Epoch[3](82/390): Loss_G: 0.1154
===> Epoch[3](83/390): Loss_G: 0.0718
===> Epoch[3](84/390): Loss_G: 0.1048
===> Epoch[3](85/390): Loss_G: 0.0802
===> Epoch[3](86/390): Loss_G: 0.0967
===> Epoch[3](87/390): Loss_G: 0.0970
===> Epoch[3](88/390): Loss_G: 0.1058
===> Epoch[3](89/390): Loss_G: 0.1013
===> Epoch[3](90/390): Loss_G: 0.0904
===> Epoch[3](91/390): Loss_G: 0.0764
===> Epoch[3](92/390): Loss_G: 0.0802
===> Epoch[3](93/390): Loss_G: 0.0914
===> Epoch[3](94/390): Loss_G: 0.0732
===> Epoch[3](95/390): Loss_G: 0.0926
===> Epoch[3](96/390): Loss_G: 0.0838
===> Epoch[3](97/390): Loss_G: 0.1221
===> Epoch[3](98/390): Loss_G: 0.0916
===> Epoch[3](99/390): Loss_G: 0.0990
===> Epoch[3](100/390): Loss_G: 0.0814
===> Epoch[3](101/390): Loss_G: 0.0710
===> Epoch[3](102/390): Loss_G: 0.1100
===> Epoch[3](103/390): Loss_G: 0.0977
===> Epoch[3](104/390): Loss_G: 0.0832
===> Epoch[3](105/390): Loss_G: 0.0842
===> Epoch[3](106/390): Loss_G: 0.0822
===> Epoch[3](107/390): Loss_G: 0.1001
===> Epoch[3](108/390): Loss_G: 0.0933
===> Epoch[3](109/390): Loss_G: 0.0903
===> Epoch[3](110/390): Loss_G: 0.0804
===> Epoch[3](111/390): Loss_G: 0.0914
===> Epoch[3](112/390): Loss_G: 0.0953
===> Epoch[3](113/390): Loss_G: 0.1071
===> Epoch[3](114/390): Loss_G: 0.1001
===> Epoch[3](115/390): Loss_G: 0.0932
===> Epoch[3](116/390): Loss_G: 0.0966
===> Epoch[3](117/390): Loss_G: 0.0770
===> Epoch[3](118/390): Loss_G: 0.0943
===> Epoch[3](119/390): Loss_G: 0.0866
===> Epoch[3](120/390): Loss_G: 0.0946
===> Epoch[3](121/390): Loss_G: 0.0764
===> Epoch[3](122/390): Loss_G: 0.0856
===> Epoch[3](123/390): Loss_G: 0.0953
===> Epoch[3](124/390): Loss_G: 0.1040
===> Epoch[3](125/390): Loss_G: 0.0956
===> Epoch[3](126/390): Loss_G: 0.0755
===> Epoch[3](127/390): Loss_G: 0.0838
===> Epoch[3](128/390): Loss_G: 0.0920
===> Epoch[3](129/390): Loss_G: 0.0923
===> Epoch[3](130/390): Loss_G: 0.1008
===> Epoch[3](131/390): Loss_G: 0.0975
===> Epoch[3](132/390): Loss_G: 0.0833
===> Epoch[3](133/390): Loss_G: 0.0896
===> Epoch[3](134/390): Loss_G: 0.0848
===> Epoch[3](135/390): Loss_G: 0.0902
===> Epoch[3](136/390): Loss_G: 0.1031
===> Epoch[3](137/390): Loss_G: 0.0965
===> Epoch[3](138/390): Loss_G: 0.0819
===> Epoch[3](139/390): Loss_G: 0.0859
===> Epoch[3](140/390): Loss_G: 0.0775
===> Epoch[3](141/390): Loss_G: 0.1052
===> Epoch[3](142/390): Loss_G: 0.0904
===> Epoch[3](143/390): Loss_G: 0.1045
===> Epoch[3](144/390): Loss_G: 0.0760
===> Epoch[3](145/390): Loss_G: 0.0847
===> Epoch[3](146/390): Loss_G: 0.0977
===> Epoch[3](147/390): Loss_G: 0.0903
===> Epoch[3](148/390): Loss_G: 0.0824
===> Epoch[3](149/390): Loss_G: 0.1074
===> Epoch[3](150/390): Loss_G: 0.0832
===> Epoch[3](151/390): Loss_G: 0.1079
===> Epoch[3](152/390): Loss_G: 0.0814
===> Epoch[3](153/390): Loss_G: 0.1189
===> Epoch[3](154/390): Loss_G: 0.0853
===> Epoch[3](155/390): Loss_G: 0.1104
===> Epoch[3](156/390): Loss_G: 0.0838
===> Epoch[3](157/390): Loss_G: 0.0761
===> Epoch[3](158/390): Loss_G: 0.0797
===> Epoch[3](159/390): Loss_G: 0.0970
===> Epoch[3](160/390): Loss_G: 0.1128
===> Epoch[3](161/390): Loss_G: 0.0912
===> Epoch[3](162/390): Loss_G: 0.1078
===> Epoch[3](163/390): Loss_G: 0.0880
===> Epoch[3](164/390): Loss_G: 0.0816
===> Epoch[3](165/390): Loss_G: 0.1127
===> Epoch[3](166/390): Loss_G: 0.0910
===> Epoch[3](167/390): Loss_G: 0.1135
===> Epoch[3](168/390): Loss_G: 0.1272
===> Epoch[3](169/390): Loss_G: 0.0977
===> Epoch[3](170/390): Loss_G: 0.0992
===> Epoch[3](171/390): Loss_G: 0.0993
===> Epoch[3](172/390): Loss_G: 0.0875
===> Epoch[3](173/390): Loss_G: 0.0912
===> Epoch[3](174/390): Loss_G: 0.0759
===> Epoch[3](175/390): Loss_G: 0.1287
===> Epoch[3](176/390): Loss_G: 0.0951
===> Epoch[3](177/390): Loss_G: 0.0780
===> Epoch[3](178/390): Loss_G: 0.0872
===> Epoch[3](179/390): Loss_G: 0.0973
===> Epoch[3](180/390): Loss_G: 0.0908
===> Epoch[3](181/390): Loss_G: 0.1004
===> Epoch[3](182/390): Loss_G: 0.0810
===> Epoch[3](183/390): Loss_G: 0.0911
===> Epoch[3](184/390): Loss_G: 0.1106
===> Epoch[3](185/390): Loss_G: 0.0844
===> Epoch[3](186/390): Loss_G: 0.0820
===> Epoch[3](187/390): Loss_G: 0.1214
===> Epoch[3](188/390): Loss_G: 0.0977
===> Epoch[3](189/390): Loss_G: 0.0803
===> Epoch[3](190/390): Loss_G: 0.1056
===> Epoch[3](191/390): Loss_G: 0.0865
===> Epoch[3](192/390): Loss_G: 0.0941
===> Epoch[3](193/390): Loss_G: 0.0930
===> Epoch[3](194/390): Loss_G: 0.0941
===> Epoch[3](195/390): Loss_G: 0.0879
===> Epoch[3](196/390): Loss_G: 0.0875
===> Epoch[3](197/390): Loss_G: 0.0844
===> Epoch[3](198/390): Loss_G: 0.0828
===> Epoch[3](199/390): Loss_G: 0.0944
===> Epoch[3](200/390): Loss_G: 0.0861
===> Epoch[3](201/390): Loss_G: 0.0906
===> Epoch[3](202/390): Loss_G: 0.0948
===> Epoch[3](203/390): Loss_G: 0.0894
===> Epoch[3](204/390): Loss_G: 0.0862
===> Epoch[3](205/390): Loss_G: 0.0931
===> Epoch[3](206/390): Loss_G: 0.1006
===> Epoch[3](207/390): Loss_G: 0.0972
===> Epoch[3](208/390): Loss_G: 0.0954
===> Epoch[3](209/390): Loss_G: 0.0931
===> Epoch[3](210/390): Loss_G: 0.1004
===> Epoch[3](211/390): Loss_G: 0.0967
===> Epoch[3](212/390): Loss_G: 0.0846
===> Epoch[3](213/390): Loss_G: 0.0846
===> Epoch[3](214/390): Loss_G: 0.1216
===> Epoch[3](215/390): Loss_G: 0.0680
===> Epoch[3](216/390): Loss_G: 0.0934
===> Epoch[3](217/390): Loss_G: 0.0851
===> Epoch[3](218/390): Loss_G: 0.0875
===> Epoch[3](219/390): Loss_G: 0.0952
===> Epoch[3](220/390): Loss_G: 0.0821
===> Epoch[3](221/390): Loss_G: 0.0833
===> Epoch[3](222/390): Loss_G: 0.0989
===> Epoch[3](223/390): Loss_G: 0.0975
===> Epoch[3](224/390): Loss_G: 0.0978
===> Epoch[3](225/390): Loss_G: 0.0974
===> Epoch[3](226/390): Loss_G: 0.1131
