{'target': {'mean': array([-0.5029429], dtype=float32), 'std': array([0.6241994], dtype=float32), 'min': array([-5.971551], dtype=float32), 'max': array([4.968335], dtype=float32)}, 'input': {'mean': array([-0.39840025], dtype=float32), 'std': array([0.2741448], dtype=float32), 'min': array([-0.5], dtype=float32), 'max': array([0.5], dtype=float32)}}
Dataset: 60000, 45000
initialize network with normal
===> Epoch[74](360/704): MSE-pixel: 0.3086
===> Epoch[74](390/704): MSE-pixel: 0.2879
===> Epoch[74](420/704): MSE-pixel: 0.3062
===> Epoch[74](450/704): MSE-pixel: 0.2969
===> Epoch[74](480/704): MSE-pixel: 0.3255
===> Epoch[74](510/704): MSE-pixel: 0.2857
===> Epoch[74](540/704): MSE-pixel: 0.2881
===> Epoch[74](570/704): MSE-pixel: 0.2751
===> Epoch[74](600/704): MSE-pixel: 0.2883
===> Epoch[74](630/704): MSE-pixel: 0.2816
===> Epoch[74](660/704): MSE-pixel: 0.2985
===> Epoch[74](690/704): MSE-pixel: 0.2846
learning rate = 0.0010000
===> Epoch[75](0/704): MSE-pixel: 0.2918
===> Epoch[75](30/704): MSE-pixel: 0.2910
===> Epoch[75](60/704): MSE-pixel: 0.2930
===> Epoch[75](90/704): MSE-pixel: 0.2895
===> Epoch[75](120/704): MSE-pixel: 0.2902
===> Epoch[75](150/704): MSE-pixel: 0.2969
===> Epoch[75](180/704): MSE-pixel: 0.2774
===> Epoch[75](210/704): MSE-pixel: 0.2780
===> Epoch[75](240/704): MSE-pixel: 0.2866
===> Epoch[75](270/704): MSE-pixel: 0.2833
===> Epoch[75](300/704): MSE-pixel: 0.2799
===> Epoch[75](330/704): MSE-pixel: 0.2824
===> Epoch[75](360/704): MSE-pixel: 0.2869
===> Epoch[75](390/704): MSE-pixel: 0.2882
===> Epoch[75](420/704): MSE-pixel: 0.2957
===> Epoch[75](450/704): MSE-pixel: 0.2803
===> Epoch[75](480/704): MSE-pixel: 0.2912
===> Epoch[75](510/704): MSE-pixel: 0.2675
===> Epoch[75](540/704): MSE-pixel: 0.2867
===> Epoch[75](570/704): MSE-pixel: 0.2876
===> Epoch[75](600/704): MSE-pixel: 0.2807
===> Epoch[75](630/704): MSE-pixel: 0.2964
===> Epoch[75](660/704): MSE-pixel: 0.2864
===> Epoch[75](690/704): MSE-pixel: 0.2871
learning rate = 0.0010000
===> Epoch[76](0/704): MSE-pixel: 0.2952
===> Epoch[76](30/704): MSE-pixel: 0.2930
===> Epoch[76](60/704): MSE-pixel: 0.2849
===> Epoch[76](90/704): MSE-pixel: 0.2885
===> Epoch[76](120/704): MSE-pixel: 0.2862
===> Epoch[76](150/704): MSE-pixel: 0.2784
===> Epoch[76](180/704): MSE-pixel: 0.2882
===> Epoch[76](210/704): MSE-pixel: 0.3077
===> Epoch[76](240/704): MSE-pixel: 0.2851
===> Epoch[76](270/704): MSE-pixel: 0.2866
===> Epoch[76](300/704): MSE-pixel: 0.2803
===> Epoch[76](330/704): MSE-pixel: 0.2841
===> Epoch[76](360/704): MSE-pixel: 0.3130
===> Epoch[76](390/704): MSE-pixel: 0.2781
===> Epoch[76](420/704): MSE-pixel: 0.2943
===> Epoch[76](450/704): MSE-pixel: 0.2974
===> Epoch[76](480/704): MSE-pixel: 0.2760
===> Epoch[76](510/704): MSE-pixel: 0.2865
===> Epoch[76](540/704): MSE-pixel: 0.2924
===> Epoch[76](570/704): MSE-pixel: 0.2856
===> Epoch[76](600/704): MSE-pixel: 0.2834
===> Epoch[76](630/704): MSE-pixel: 0.2922
===> Epoch[76](660/704): MSE-pixel: 0.2899
===> Epoch[76](690/704): MSE-pixel: 0.2940
learning rate = 0.0010000
===> Epoch[77](0/704): MSE-pixel: 0.2926
===> Epoch[77](30/704): MSE-pixel: 0.2910
===> Epoch[77](60/704): MSE-pixel: 0.2921
===> Epoch[77](90/704): MSE-pixel: 0.2896
===> Epoch[77](120/704): MSE-pixel: 0.2838
===> Epoch[77](150/704): MSE-pixel: 0.2772
===> Epoch[77](180/704): MSE-pixel: 0.3023
===> Epoch[77](210/704): MSE-pixel: 0.2813
===> Epoch[77](240/704): MSE-pixel: 0.2890
===> Epoch[77](270/704): MSE-pixel: 0.2811
===> Epoch[77](300/704): MSE-pixel: 0.2938
===> Epoch[77](330/704): MSE-pixel: 0.2850
===> Epoch[77](360/704): MSE-pixel: 0.2845
===> Epoch[77](390/704): MSE-pixel: 0.2760
===> Epoch[77](420/704): MSE-pixel: 0.2772
===> Epoch[77](450/704): MSE-pixel: 0.2904
===> Epoch[77](480/704): MSE-pixel: 0.2891
===> Epoch[77](510/704): MSE-pixel: 0.2848
===> Epoch[77](540/704): MSE-pixel: 0.2937
===> Epoch[77](570/704): MSE-pixel: 0.3035
===> Epoch[77](600/704): MSE-pixel: 0.3016
===> Epoch[77](630/704): MSE-pixel: 0.2792
===> Epoch[77](660/704): MSE-pixel: 0.2836
===> Epoch[77](690/704): MSE-pixel: 0.2735
learning rate = 0.0010000
===> Epoch[78](0/704): MSE-pixel: 0.3003
===> Epoch[78](30/704): MSE-pixel: 0.2827
===> Epoch[78](60/704): MSE-pixel: 0.2936
===> Epoch[78](90/704): MSE-pixel: 0.2857
===> Epoch[78](120/704): MSE-pixel: 0.3007
===> Epoch[78](150/704): MSE-pixel: 0.2874
===> Epoch[78](180/704): MSE-pixel: 0.2860
===> Epoch[78](210/704): MSE-pixel: 0.3047
===> Epoch[78](240/704): MSE-pixel: 0.2961
===> Epoch[78](270/704): MSE-pixel: 0.2962
===> Epoch[78](300/704): MSE-pixel: 0.2784
===> Epoch[78](330/704): MSE-pixel: 0.2899
===> Epoch[78](360/704): MSE-pixel: 0.2904
===> Epoch[78](390/704): MSE-pixel: 0.2861
===> Epoch[78](420/704): MSE-pixel: 0.2773
===> Epoch[78](450/704): MSE-pixel: 0.2886
===> Epoch[78](480/704): MSE-pixel: 0.2916
===> Epoch[78](510/704): MSE-pixel: 0.2814
===> Epoch[78](540/704): MSE-pixel: 0.2794
===> Epoch[78](570/704): MSE-pixel: 0.2841
===> Epoch[78](600/704): MSE-pixel: 0.2855
===> Epoch[78](630/704): MSE-pixel: 0.2829
===> Epoch[78](660/704): MSE-pixel: 0.2811
===> Epoch[78](690/704): MSE-pixel: 0.2957
learning rate = 0.0010000
===> Epoch[79](0/704): MSE-pixel: 0.2885
===> Epoch[79](30/704): MSE-pixel: 0.2911
===> Epoch[79](60/704): MSE-pixel: 0.3053
===> Epoch[79](90/704): MSE-pixel: 0.2841
===> Epoch[79](120/704): MSE-pixel: 0.2931
===> Epoch[79](150/704): MSE-pixel: 0.2999
===> Epoch[79](180/704): MSE-pixel: 0.2838
===> Epoch[79](210/704): MSE-pixel: 0.2919
===> Epoch[79](240/704): MSE-pixel: 0.2767
===> Epoch[79](270/704): MSE-pixel: 0.2846
===> Epoch[79](300/704): MSE-pixel: 0.2867
===> Epoch[79](330/704): MSE-pixel: 0.3006
===> Epoch[79](360/704): MSE-pixel: 0.2896
===> Epoch[79](390/704): MSE-pixel: 0.2797
===> Epoch[79](420/704): MSE-pixel: 0.2822
===> Epoch[79](450/704): MSE-pixel: 0.2998
===> Epoch[79](480/704): MSE-pixel: 0.2868
===> Epoch[79](510/704): MSE-pixel: 0.2947
===> Epoch[79](540/704): MSE-pixel: 0.2755
===> Epoch[79](570/704): MSE-pixel: 0.3008
===> Epoch[79](600/704): MSE-pixel: 0.2953
===> Epoch[79](630/704): MSE-pixel: 0.2857
===> Epoch[79](660/704): MSE-pixel: 0.2868
===> Epoch[79](690/704): MSE-pixel: 0.3015
learning rate = 0.0010000
===> Epoch[80](0/704): MSE-pixel: 0.2920
===> Epoch[80](30/704): MSE-pixel: 0.2936
===> Epoch[80](60/704): MSE-pixel: 0.2923
===> Epoch[80](90/704): MSE-pixel: 0.3016
===> Epoch[80](120/704): MSE-pixel: 0.2855
===> Epoch[80](150/704): MSE-pixel: 0.2955
===> Epoch[80](180/704): MSE-pixel: 0.2944
===> Epoch[80](210/704): MSE-pixel: 0.3011
===> Epoch[80](240/704): MSE-pixel: 0.3013
===> Epoch[80](270/704): MSE-pixel: 0.2812
===> Epoch[80](300/704): MSE-pixel: 0.2979
===> Epoch[80](330/704): MSE-pixel: 0.2821
===> Epoch[80](360/704): MSE-pixel: 0.2939
===> Epoch[80](390/704): MSE-pixel: 0.2925
===> Epoch[80](420/704): MSE-pixel: 0.2777
===> Epoch[80](450/704): MSE-pixel: 0.2832
===> Epoch[80](480/704): MSE-pixel: 0.2864
===> Epoch[80](510/704): MSE-pixel: 0.2940
===> Epoch[80](540/704): MSE-pixel: 0.2945
===> Epoch[80](570/704): MSE-pixel: 0.2878
===> Epoch[80](600/704): MSE-pixel: 0.2928
===> Epoch[80](630/704): MSE-pixel: 0.2862
===> Epoch[80](660/704): MSE-pixel: 0.2970
===> Epoch[80](690/704): MSE-pixel: 0.2925
learning rate = 0.0010000
===> Epoch[81](0/704): MSE-pixel: 0.2836
===> Epoch[81](30/704): MSE-pixel: 0.2956
===> Epoch[81](60/704): MSE-pixel: 0.2932
===> Epoch[81](90/704): MSE-pixel: 0.2948
===> Epoch[81](120/704): MSE-pixel: 0.2974
===> Epoch[81](150/704): MSE-pixel: 0.2819
===> Epoch[81](180/704): MSE-pixel: 0.2748
===> Epoch[81](210/704): MSE-pixel: 0.2873
===> Epoch[81](240/704): MSE-pixel: 0.2898
===> Epoch[81](270/704): MSE-pixel: 0.2785
===> Epoch[81](300/704): MSE-pixel: 0.2807
===> Epoch[81](330/704): MSE-pixel: 0.2918
===> Epoch[81](360/704): MSE-pixel: 0.2864
===> Epoch[81](390/704): MSE-pixel: 0.2790
===> Epoch[81](420/704): MSE-pixel: 0.2959
===> Epoch[81](450/704): MSE-pixel: 0.2850
===> Epoch[81](480/704): MSE-pixel: 0.3027
===> Epoch[81](510/704): MSE-pixel: 0.3019
===> Epoch[81](540/704): MSE-pixel: 0.2927
===> Epoch[81](570/704): MSE-pixel: 0.2872
===> Epoch[81](600/704): MSE-pixel: 0.2910
===> Epoch[81](630/704): MSE-pixel: 0.2840
===> Epoch[81](660/704): MSE-pixel: 0.2965
===> Epoch[81](690/704): MSE-pixel: 0.3000
learning rate = 0.0010000
Saving
===> Epoch[82](0/704): MSE-pixel: 0.2807
===> Epoch[82](30/704): MSE-pixel: 0.2859
===> Epoch[82](60/704): MSE-pixel: 0.2916
===> Epoch[82](90/704): MSE-pixel: 0.2805
===> Epoch[82](120/704): MSE-pixel: 0.2826
===> Epoch[82](150/704): MSE-pixel: 0.2913
===> Epoch[82](180/704): MSE-pixel: 0.2890
===> Epoch[82](210/704): MSE-pixel: 0.3009
===> Epoch[82](240/704): MSE-pixel: 0.2912
===> Epoch[82](270/704): MSE-pixel: 0.2879
===> Epoch[82](300/704): MSE-pixel: 0.3007
===> Epoch[82](330/704): MSE-pixel: 0.2773
===> Epoch[82](360/704): MSE-pixel: 0.2929
===> Epoch[82](390/704): MSE-pixel: 0.2900
===> Epoch[82](420/704): MSE-pixel: 0.2935
===> Epoch[82](450/704): MSE-pixel: 0.2887
===> Epoch[82](480/704): MSE-pixel: 0.2868
===> Epoch[82](510/704): MSE-pixel: 0.2957
===> Epoch[82](540/704): MSE-pixel: 0.3061
===> Epoch[82](570/704): MSE-pixel: 0.2885
===> Epoch[82](600/704): MSE-pixel: 0.2882
===> Epoch[82](630/704): MSE-pixel: 0.3103
===> Epoch[82](660/704): MSE-pixel: 0.2938
===> Epoch[82](690/704): MSE-pixel: 0.3002
learning rate = 0.0010000
===> Epoch[83](0/704): MSE-pixel: 0.2860
===> Epoch[83](30/704): MSE-pixel: 0.2857
===> Epoch[83](60/704): MSE-pixel: 0.2866
===> Epoch[83](90/704): MSE-pixel: 0.2841
===> Epoch[83](120/704): MSE-pixel: 0.2948
===> Epoch[83](150/704): MSE-pixel: 0.2787
===> Epoch[83](180/704): MSE-pixel: 0.2802
===> Epoch[83](210/704): MSE-pixel: 0.2904
===> Epoch[83](240/704): MSE-pixel: 0.2981
===> Epoch[83](270/704): MSE-pixel: 0.2818
===> Epoch[83](300/704): MSE-pixel: 0.2809
===> Epoch[83](330/704): MSE-pixel: 0.2840
===> Epoch[83](360/704): MSE-pixel: 0.2915
===> Epoch[83](390/704): MSE-pixel: 0.3084
===> Epoch[83](420/704): MSE-pixel: 0.2911
===> Epoch[83](450/704): MSE-pixel: 0.2785
===> Epoch[83](480/704): MSE-pixel: 0.2904
===> Epoch[83](510/704): MSE-pixel: 0.2838
===> Epoch[83](540/704): MSE-pixel: 0.3009
===> Epoch[83](570/704): MSE-pixel: 0.2877
===> Epoch[83](600/704): MSE-pixel: 0.3036
===> Epoch[83](630/704): MSE-pixel: 0.2806
===> Epoch[83](660/704): MSE-pixel: 0.2946
===> Epoch[83](690/704): MSE-pixel: 0.2938
learning rate = 0.0010000
===> Epoch[84](0/704): MSE-pixel: 0.2963
===> Epoch[84](30/704): MSE-pixel: 0.2874
===> Epoch[84](60/704): MSE-pixel: 0.2886
===> Epoch[84](90/704): MSE-pixel: 0.2911
===> Epoch[84](120/704): MSE-pixel: 0.2888
===> Epoch[84](150/704): MSE-pixel: 0.2973
===> Epoch[84](180/704): MSE-pixel: 0.3046
===> Epoch[84](210/704): MSE-pixel: 0.2851
===> Epoch[84](240/704): MSE-pixel: 0.2895
===> Epoch[84](270/704): MSE-pixel: 0.2775
===> Epoch[84](300/704): MSE-pixel: 0.2694
===> Epoch[84](330/704): MSE-pixel: 0.2958
===> Epoch[84](360/704): MSE-pixel: 0.2847
===> Epoch[84](390/704): MSE-pixel: 0.2865
===> Epoch[84](420/704): MSE-pixel: 0.2901
===> Epoch[84](450/704): MSE-pixel: 0.2855
===> Epoch[84](480/704): MSE-pixel: 0.2894
===> Epoch[84](510/704): MSE-pixel: 0.2987
===> Epoch[84](540/704): MSE-pixel: 0.2861
===> Epoch[84](570/704): MSE-pixel: 0.2941
===> Epoch[84](600/704): MSE-pixel: 0.2822
===> Epoch[84](630/704): MSE-pixel: 0.2845
===> Epoch[84](660/704): MSE-pixel: 0.2912
===> Epoch[84](690/704): MSE-pixel: 0.3060
learning rate = 0.0010000
===> Epoch[85](0/704): MSE-pixel: 0.2947
===> Epoch[85](30/704): MSE-pixel: 0.2982
===> Epoch[85](60/704): MSE-pixel: 0.2949
===> Epoch[85](90/704): MSE-pixel: 0.3008
===> Epoch[85](120/704): MSE-pixel: 0.2862
===> Epoch[85](150/704): MSE-pixel: 0.2775
===> Epoch[85](180/704): MSE-pixel: 0.3052
===> Epoch[85](210/704): MSE-pixel: 0.2892
===> Epoch[85](240/704): MSE-pixel: 0.2930
===> Epoch[85](270/704): MSE-pixel: 0.2989
===> Epoch[85](300/704): MSE-pixel: 0.2858
===> Epoch[85](330/704): MSE-pixel: 0.2868
===> Epoch[85](360/704): MSE-pixel: 0.2824
===> Epoch[85](390/704): MSE-pixel: 0.2961
===> Epoch[85](420/704): MSE-pixel: 0.2831
===> Epoch[85](450/704): MSE-pixel: 0.2893
===> Epoch[85](480/704): MSE-pixel: 0.2922
===> Epoch[85](510/704): MSE-pixel: 0.2945
===> Epoch[85](540/704): MSE-pixel: 0.2864
===> Epoch[85](570/704): MSE-pixel: 0.2904
===> Epoch[85](600/704): MSE-pixel: 0.2858
===> Epoch[85](630/704): MSE-pixel: 0.2891
===> Epoch[85](660/704): MSE-pixel: 0.2831
===> Epoch[85](690/704): MSE-pixel: 0.2925
learning rate = 0.0010000
===> Epoch[86](0/704): MSE-pixel: 0.2991
===> Epoch[86](30/704): MSE-pixel: 0.3100
===> Epoch[86](60/704): MSE-pixel: 0.2997
===> Epoch[86](90/704): MSE-pixel: 0.2810
===> Epoch[86](120/704): MSE-pixel: 0.2946
===> Epoch[86](150/704): MSE-pixel: 0.2937
===> Epoch[86](180/704): MSE-pixel: 0.2971
===> Epoch[86](210/704): MSE-pixel: 0.2947
===> Epoch[86](240/704): MSE-pixel: 0.2781
===> Epoch[86](270/704): MSE-pixel: 0.2930
===> Epoch[86](300/704): MSE-pixel: 0.2824
===> Epoch[86](330/704): MSE-pixel: 0.2825
===> Epoch[86](360/704): MSE-pixel: 0.2802
===> Epoch[86](390/704): MSE-pixel: 0.2826
===> Epoch[86](420/704): MSE-pixel: 0.2860
===> Epoch[86](450/704): MSE-pixel: 0.2811
===> Epoch[86](480/704): MSE-pixel: 0.2882
===> Epoch[86](510/704): MSE-pixel: 0.2793
===> Epoch[86](540/704): MSE-pixel: 0.2952
===> Epoch[86](570/704): MSE-pixel: 0.3000
===> Epoch[86](600/704): MSE-pixel: 0.2777
===> Epoch[86](630/704): MSE-pixel: 0.2846
===> Epoch[86](660/704): MSE-pixel: 0.2955
===> Epoch[86](690/704): MSE-pixel: 0.2893
learning rate = 0.0010000
===> Epoch[87](0/704): MSE-pixel: 0.3019
===> Epoch[87](30/704): MSE-pixel: 0.2768
===> Epoch[87](60/704): MSE-pixel: 0.2731
===> Epoch[87](90/704): MSE-pixel: 0.2935
===> Epoch[87](120/704): MSE-pixel: 0.2848
===> Epoch[87](150/704): MSE-pixel: 0.2810
===> Epoch[87](180/704): MSE-pixel: 0.3007
===> Epoch[87](210/704): MSE-pixel: 0.2816
===> Epoch[87](240/704): MSE-pixel: 0.2864
===> Epoch[87](270/704): MSE-pixel: 0.2850
===> Epoch[87](300/704): MSE-pixel: 0.2932
===> Epoch[87](330/704): MSE-pixel: 0.2993
===> Epoch[87](360/704): MSE-pixel: 0.2830
===> Epoch[87](390/704): MSE-pixel: 0.2905
===> Epoch[87](420/704): MSE-pixel: 0.2958
===> Epoch[87](450/704): MSE-pixel: 0.2844
===> Epoch[87](480/704): MSE-pixel: 0.2831
===> Epoch[87](510/704): MSE-pixel: 0.2862
===> Epoch[87](540/704): MSE-pixel: 0.2707
===> Epoch[87](570/704): MSE-pixel: 0.2968
===> Epoch[87](600/704): MSE-pixel: 0.2924
===> Epoch[87](630/704): MSE-pixel: 0.3001
===> Epoch[87](660/704): MSE-pixel: 0.2777
===> Epoch[87](690/704): MSE-pixel: 0.2759
learning rate = 0.0010000
===> Epoch[88](0/704): MSE-pixel: 0.2975
===> Epoch[88](30/704): MSE-pixel: 0.2800
===> Epoch[88](60/704): MSE-pixel: 0.2931
===> Epoch[88](90/704): MSE-pixel: 0.2995
===> Epoch[88](120/704): MSE-pixel: 0.2967
===> Epoch[88](150/704): MSE-pixel: 0.2824
===> Epoch[88](180/704): MSE-pixel: 0.2808
===> Epoch[88](210/704): MSE-pixel: 0.2836
===> Epoch[88](240/704): MSE-pixel: 0.2971
===> Epoch[88](270/704): MSE-pixel: 0.2778
===> Epoch[88](300/704): MSE-pixel: 0.2835
===> Epoch[88](330/704): MSE-pixel: 0.2910
===> Epoch[88](360/704): MSE-pixel: 0.2795
===> Epoch[88](390/704): MSE-pixel: 0.3017
===> Epoch[88](420/704): MSE-pixel: 0.2819
===> Epoch[88](450/704): MSE-pixel: 0.3034
===> Epoch[88](480/704): MSE-pixel: 0.2816
===> Epoch[88](510/704): MSE-pixel: 0.2958
===> Epoch[88](540/704): MSE-pixel: 0.2948
===> Epoch[88](570/704): MSE-pixel: 0.2787
===> Epoch[88](600/704): MSE-pixel: 0.2765
===> Epoch[88](630/704): MSE-pixel: 0.2979
===> Epoch[88](660/704): MSE-pixel: 0.3046
===> Epoch[88](690/704): MSE-pixel: 0.2850
learning rate = 0.0010000
===> Epoch[89](0/704): MSE-pixel: 0.2893
===> Epoch[89](30/704): MSE-pixel: 0.2797
===> Epoch[89](60/704): MSE-pixel: 0.3037
===> Epoch[89](90/704): MSE-pixel: 0.2830
===> Epoch[89](120/704): MSE-pixel: 0.2951
===> Epoch[89](150/704): MSE-pixel: 0.2925
===> Epoch[89](180/704): MSE-pixel: 0.2802
===> Epoch[89](210/704): MSE-pixel: 0.2843
===> Epoch[89](240/704): MSE-pixel: 0.2780
===> Epoch[89](270/704): MSE-pixel: 0.2789
===> Epoch[89](300/704): MSE-pixel: 0.2792
===> Epoch[89](330/704): MSE-pixel: 0.2819
===> Epoch[89](360/704): MSE-pixel: 0.2944
===> Epoch[89](390/704): MSE-pixel: 0.2840
===> Epoch[89](420/704): MSE-pixel: 0.2836
===> Epoch[89](450/704): MSE-pixel: 0.2843
===> Epoch[89](480/704): MSE-pixel: 0.2958
===> Epoch[89](510/704): MSE-pixel: 0.2821
===> Epoch[89](540/704): MSE-pixel: 0.2984
===> Epoch[89](570/704): MSE-pixel: 0.3028
===> Epoch[89](600/704): MSE-pixel: 0.2924
===> Epoch[89](630/704): MSE-pixel: 0.2794
===> Epoch[89](660/704): MSE-pixel: 0.2755
===> Epoch[89](690/704): MSE-pixel: 0.2816
learning rate = 0.0010000
===> Epoch[90](0/704): MSE-pixel: 0.2860
===> Epoch[90](30/704): MSE-pixel: 0.2852
===> Epoch[90](60/704): MSE-pixel: 0.2796
===> Epoch[90](90/704): MSE-pixel: 0.2857
===> Epoch[90](120/704): MSE-pixel: 0.2984
===> Epoch[90](150/704): MSE-pixel: 0.2926
===> Epoch[90](180/704): MSE-pixel: 0.2869
===> Epoch[90](210/704): MSE-pixel: 0.2863
===> Epoch[90](240/704): MSE-pixel: 0.2801
===> Epoch[90](270/704): MSE-pixel: 0.2962
===> Epoch[90](300/704): MSE-pixel: 0.2746
===> Epoch[90](330/704): MSE-pixel: 0.2822
===> Epoch[90](360/704): MSE-pixel: 0.2955
===> Epoch[90](390/704): MSE-pixel: 0.2879
===> Epoch[90](420/704): MSE-pixel: 0.2907
===> Epoch[90](450/704): MSE-pixel: 0.3057
===> Epoch[90](480/704): MSE-pixel: 0.2922
===> Epoch[90](510/704): MSE-pixel: 0.3015
===> Epoch[90](540/704): MSE-pixel: 0.2973
===> Epoch[90](570/704): MSE-pixel: 0.2870
===> Epoch[90](600/704): MSE-pixel: 0.2851
===> Epoch[90](630/704): MSE-pixel: 0.2986
===> Epoch[90](660/704): MSE-pixel: 0.2915
===> Epoch[90](690/704): MSE-pixel: 0.2901
learning rate = 0.0010000
===> Epoch[91](0/704): MSE-pixel: 0.2859
===> Epoch[91](30/704): MSE-pixel: 0.3020
===> Epoch[91](60/704): MSE-pixel: 0.2897
===> Epoch[91](90/704): MSE-pixel: 0.3014
===> Epoch[91](120/704): MSE-pixel: 0.2903
===> Epoch[91](150/704): MSE-pixel: 0.2822
===> Epoch[91](180/704): MSE-pixel: 0.3000
===> Epoch[91](210/704): MSE-pixel: 0.2840
===> Epoch[91](240/704): MSE-pixel: 0.3023
===> Epoch[91](270/704): MSE-pixel: 0.2941
===> Epoch[91](300/704): MSE-pixel: 0.2793
===> Epoch[91](330/704): MSE-pixel: 0.2845
===> Epoch[91](360/704): MSE-pixel: 0.3148
===> Epoch[91](390/704): MSE-pixel: 0.2795
===> Epoch[91](420/704): MSE-pixel: 0.2848
===> Epoch[91](450/704): MSE-pixel: 0.2905
===> Epoch[91](480/704): MSE-pixel: 0.2895
===> Epoch[91](510/704): MSE-pixel: 0.2902
===> Epoch[91](540/704): MSE-pixel: 0.2918
===> Epoch[91](570/704): MSE-pixel: 0.2703
===> Epoch[91](600/704): MSE-pixel: 0.3007
===> Epoch[91](630/704): MSE-pixel: 0.2969
===> Epoch[91](660/704): MSE-pixel: 0.2961
===> Epoch[91](690/704): MSE-pixel: 0.3066
learning rate = 0.0010000
Saving
===> Epoch[92](0/704): MSE-pixel: 0.2940
===> Epoch[92](30/704): MSE-pixel: 0.2951
===> Epoch[92](60/704): MSE-pixel: 0.2988
===> Epoch[92](90/704): MSE-pixel: 0.2843
===> Epoch[92](120/704): MSE-pixel: 0.2983
===> Epoch[92](150/704): MSE-pixel: 0.2841
===> Epoch[92](180/704): MSE-pixel: 0.3090
===> Epoch[92](210/704): MSE-pixel: 0.2935
===> Epoch[92](240/704): MSE-pixel: 0.2825
===> Epoch[92](270/704): MSE-pixel: 0.2985
===> Epoch[92](300/704): MSE-pixel: 0.2931
===> Epoch[92](330/704): MSE-pixel: 0.2783
===> Epoch[92](360/704): MSE-pixel: 0.2955
===> Epoch[92](390/704): MSE-pixel: 0.2853
===> Epoch[92](420/704): MSE-pixel: 0.3106
===> Epoch[92](450/704): MSE-pixel: 0.3021
===> Epoch[92](480/704): MSE-pixel: 0.2852
===> Epoch[92](510/704): MSE-pixel: 0.2932
===> Epoch[92](540/704): MSE-pixel: 0.2908
===> Epoch[92](570/704): MSE-pixel: 0.2878
===> Epoch[92](600/704): MSE-pixel: 0.2716
===> Epoch[92](630/704): MSE-pixel: 0.2884
===> Epoch[92](660/704): MSE-pixel: 0.2945
===> Epoch[92](690/704): MSE-pixel: 0.2756
learning rate = 0.0010000
===> Epoch[93](0/704): MSE-pixel: 0.2877
===> Epoch[93](30/704): MSE-pixel: 0.3002
===> Epoch[93](60/704): MSE-pixel: 0.2811
===> Epoch[93](90/704): MSE-pixel: 0.3062
===> Epoch[93](120/704): MSE-pixel: 0.2843
===> Epoch[93](150/704): MSE-pixel: 0.2819
===> Epoch[93](180/704): MSE-pixel: 0.2785
===> Epoch[93](210/704): MSE-pixel: 0.2768
===> Epoch[93](240/704): MSE-pixel: 0.2837
===> Epoch[93](270/704): MSE-pixel: 0.2856
===> Epoch[93](300/704): MSE-pixel: 0.2815
===> Epoch[93](330/704): MSE-pixel: 0.2887
===> Epoch[93](360/704): MSE-pixel: 0.2804
===> Epoch[93](390/704): MSE-pixel: 0.2842
===> Epoch[93](420/704): MSE-pixel: 0.2907
===> Epoch[93](450/704): MSE-pixel: 0.2724
===> Epoch[93](480/704): MSE-pixel: 0.2930
===> Epoch[93](510/704): MSE-pixel: 0.2902
===> Epoch[93](540/704): MSE-pixel: 0.2879
===> Epoch[93](570/704): MSE-pixel: 0.2962
===> Epoch[93](600/704): MSE-pixel: 0.2817
===> Epoch[93](630/704): MSE-pixel: 0.2776
===> Epoch[93](660/704): MSE-pixel: 0.2997
===> Epoch[93](690/704): MSE-pixel: 0.2943
learning rate = 0.0010000
===> Epoch[94](0/704): MSE-pixel: 0.2680
===> Epoch[94](30/704): MSE-pixel: 0.2865
===> Epoch[94](60/704): MSE-pixel: 0.2818
===> Epoch[94](90/704): MSE-pixel: 0.2640
===> Epoch[94](120/704): MSE-pixel: 0.2889
===> Epoch[94](150/704): MSE-pixel: 0.2979
===> Epoch[94](180/704): MSE-pixel: 0.3174
===> Epoch[94](210/704): MSE-pixel: 0.3030
===> Epoch[94](240/704): MSE-pixel: 0.2867
===> Epoch[94](270/704): MSE-pixel: 0.2908
===> Epoch[94](300/704): MSE-pixel: 0.2801
===> Epoch[94](330/704): MSE-pixel: 0.2950
===> Epoch[94](360/704): MSE-pixel: 0.2939
===> Epoch[94](390/704): MSE-pixel: 0.2851
===> Epoch[94](420/704): MSE-pixel: 0.2714
===> Epoch[94](450/704): MSE-pixel: 0.2918
===> Epoch[94](480/704): MSE-pixel: 0.2893
===> Epoch[94](510/704): MSE-pixel: 0.3017
===> Epoch[94](540/704): MSE-pixel: 0.2817
===> Epoch[94](570/704): MSE-pixel: 0.2762
===> Epoch[94](600/704): MSE-pixel: 0.2887
===> Epoch[94](630/704): MSE-pixel: 0.2927
===> Epoch[94](660/704): MSE-pixel: 0.3014
===> Epoch[94](690/704): MSE-pixel: 0.3021
learning rate = 0.0010000
===> Epoch[95](0/704): MSE-pixel: 0.2804
===> Epoch[95](30/704): MSE-pixel: 0.2990
===> Epoch[95](60/704): MSE-pixel: 0.2825
===> Epoch[95](90/704): MSE-pixel: 0.2845
===> Epoch[95](120/704): MSE-pixel: 0.2944
===> Epoch[95](150/704): MSE-pixel: 0.2987
===> Epoch[95](180/704): MSE-pixel: 0.2938
===> Epoch[95](210/704): MSE-pixel: 0.2913
===> Epoch[95](240/704): MSE-pixel: 0.2931
===> Epoch[95](270/704): MSE-pixel: 0.2949
