{'target': {'mean': array([-0.4510391], dtype=float32), 'std': array([0.38355893], dtype=float32), 'min': array([-4.1388025], dtype=float32), 'max': array([3.3192787], dtype=float32)}, 'input': {'mean': array([-0.39840052], dtype=float32), 'std': array([0.27414468], dtype=float32), 'min': array([-0.5], dtype=float32), 'max': array([0.5], dtype=float32)}}
Dataset: 60000, 45000
initialize network with normal
===> Epoch[102](210/704): MSE-pixel: 0.1453
===> Epoch[102](240/704): MSE-pixel: 0.1392
===> Epoch[102](270/704): MSE-pixel: 0.1396
===> Epoch[102](300/704): MSE-pixel: 0.1380
===> Epoch[102](330/704): MSE-pixel: 0.1571
===> Epoch[102](360/704): MSE-pixel: 0.1361
===> Epoch[102](390/704): MSE-pixel: 0.1437
===> Epoch[102](420/704): MSE-pixel: 0.1429
===> Epoch[102](450/704): MSE-pixel: 0.1408
===> Epoch[102](480/704): MSE-pixel: 0.1406
===> Epoch[102](510/704): MSE-pixel: 0.1400
===> Epoch[102](540/704): MSE-pixel: 0.1409
===> Epoch[102](570/704): MSE-pixel: 0.1356
===> Epoch[102](600/704): MSE-pixel: 0.1426
===> Epoch[102](630/704): MSE-pixel: 0.1389
===> Epoch[102](660/704): MSE-pixel: 0.1482
===> Epoch[102](690/704): MSE-pixel: 0.1316
learning rate = 0.0000100
===> Epoch[103](0/704): MSE-pixel: 0.1504
===> Epoch[103](30/704): MSE-pixel: 0.1423
===> Epoch[103](60/704): MSE-pixel: 0.1338
===> Epoch[103](90/704): MSE-pixel: 0.1391
===> Epoch[103](120/704): MSE-pixel: 0.1520
===> Epoch[103](150/704): MSE-pixel: 0.1441
===> Epoch[103](180/704): MSE-pixel: 0.1328
===> Epoch[103](210/704): MSE-pixel: 0.1402
===> Epoch[103](240/704): MSE-pixel: 0.1357
===> Epoch[103](270/704): MSE-pixel: 0.1420
===> Epoch[103](300/704): MSE-pixel: 0.1313
===> Epoch[103](330/704): MSE-pixel: 0.1351
===> Epoch[103](360/704): MSE-pixel: 0.1317
===> Epoch[103](390/704): MSE-pixel: 0.1394
===> Epoch[103](420/704): MSE-pixel: 0.1289
===> Epoch[103](450/704): MSE-pixel: 0.1288
===> Epoch[103](480/704): MSE-pixel: 0.1326
===> Epoch[103](510/704): MSE-pixel: 0.1439
===> Epoch[103](540/704): MSE-pixel: 0.1374
===> Epoch[103](570/704): MSE-pixel: 0.1438
===> Epoch[103](600/704): MSE-pixel: 0.1394
===> Epoch[103](630/704): MSE-pixel: 0.1406
===> Epoch[103](660/704): MSE-pixel: 0.1437
===> Epoch[103](690/704): MSE-pixel: 0.1394
learning rate = 0.0000100
===> Epoch[104](0/704): MSE-pixel: 0.1397
===> Epoch[104](30/704): MSE-pixel: 0.1321
===> Epoch[104](60/704): MSE-pixel: 0.1465
===> Epoch[104](90/704): MSE-pixel: 0.1479
===> Epoch[104](120/704): MSE-pixel: 0.1400
===> Epoch[104](150/704): MSE-pixel: 0.1500
===> Epoch[104](180/704): MSE-pixel: 0.1470
===> Epoch[104](210/704): MSE-pixel: 0.1485
===> Epoch[104](240/704): MSE-pixel: 0.1597
===> Epoch[104](270/704): MSE-pixel: 0.1289
===> Epoch[104](300/704): MSE-pixel: 0.1393
===> Epoch[104](330/704): MSE-pixel: 0.1492
===> Epoch[104](360/704): MSE-pixel: 0.1399
===> Epoch[104](390/704): MSE-pixel: 0.1420
===> Epoch[104](420/704): MSE-pixel: 0.1325
===> Epoch[104](450/704): MSE-pixel: 0.1399
===> Epoch[104](480/704): MSE-pixel: 0.1402
===> Epoch[104](510/704): MSE-pixel: 0.1419
===> Epoch[104](540/704): MSE-pixel: 0.1442
===> Epoch[104](570/704): MSE-pixel: 0.1433
===> Epoch[104](600/704): MSE-pixel: 0.1298
===> Epoch[104](630/704): MSE-pixel: 0.1391
===> Epoch[104](660/704): MSE-pixel: 0.1425
===> Epoch[104](690/704): MSE-pixel: 0.1452
learning rate = 0.0000100
===> Epoch[105](0/704): MSE-pixel: 0.1457
===> Epoch[105](30/704): MSE-pixel: 0.1282
===> Epoch[105](60/704): MSE-pixel: 0.1444
===> Epoch[105](90/704): MSE-pixel: 0.1422
===> Epoch[105](120/704): MSE-pixel: 0.1375
===> Epoch[105](150/704): MSE-pixel: 0.1376
===> Epoch[105](180/704): MSE-pixel: 0.1382
===> Epoch[105](210/704): MSE-pixel: 0.1334
===> Epoch[105](240/704): MSE-pixel: 0.1475
===> Epoch[105](270/704): MSE-pixel: 0.1423
===> Epoch[105](300/704): MSE-pixel: 0.1507
===> Epoch[105](330/704): MSE-pixel: 0.1404
===> Epoch[105](360/704): MSE-pixel: 0.1454
===> Epoch[105](390/704): MSE-pixel: 0.1327
===> Epoch[105](420/704): MSE-pixel: 0.1407
===> Epoch[105](450/704): MSE-pixel: 0.1340
===> Epoch[105](480/704): MSE-pixel: 0.1467
===> Epoch[105](510/704): MSE-pixel: 0.1380
===> Epoch[105](540/704): MSE-pixel: 0.1499
===> Epoch[105](570/704): MSE-pixel: 0.1368
===> Epoch[105](600/704): MSE-pixel: 0.1486
===> Epoch[105](630/704): MSE-pixel: 0.1403
===> Epoch[105](660/704): MSE-pixel: 0.1402
===> Epoch[105](690/704): MSE-pixel: 0.1392
learning rate = 0.0000100
===> Epoch[106](0/704): MSE-pixel: 0.1389
===> Epoch[106](30/704): MSE-pixel: 0.1393
===> Epoch[106](60/704): MSE-pixel: 0.1465
===> Epoch[106](90/704): MSE-pixel: 0.1436
===> Epoch[106](120/704): MSE-pixel: 0.1409
===> Epoch[106](150/704): MSE-pixel: 0.1403
===> Epoch[106](180/704): MSE-pixel: 0.1491
===> Epoch[106](210/704): MSE-pixel: 0.1485
===> Epoch[106](240/704): MSE-pixel: 0.1437
===> Epoch[106](270/704): MSE-pixel: 0.1317
===> Epoch[106](300/704): MSE-pixel: 0.1232
===> Epoch[106](330/704): MSE-pixel: 0.1517
===> Epoch[106](360/704): MSE-pixel: 0.1396
===> Epoch[106](390/704): MSE-pixel: 0.1361
===> Epoch[106](420/704): MSE-pixel: 0.1373
===> Epoch[106](450/704): MSE-pixel: 0.1417
===> Epoch[106](480/704): MSE-pixel: 0.1393
===> Epoch[106](510/704): MSE-pixel: 0.1385
===> Epoch[106](540/704): MSE-pixel: 0.1403
===> Epoch[106](570/704): MSE-pixel: 0.1492
===> Epoch[106](600/704): MSE-pixel: 0.1468
===> Epoch[106](630/704): MSE-pixel: 0.1305
===> Epoch[106](660/704): MSE-pixel: 0.1390
===> Epoch[106](690/704): MSE-pixel: 0.1293
learning rate = 0.0000100
===> Epoch[107](0/704): MSE-pixel: 0.1468
===> Epoch[107](30/704): MSE-pixel: 0.1491
===> Epoch[107](60/704): MSE-pixel: 0.1353
===> Epoch[107](90/704): MSE-pixel: 0.1390
===> Epoch[107](120/704): MSE-pixel: 0.1390
===> Epoch[107](150/704): MSE-pixel: 0.1332
===> Epoch[107](180/704): MSE-pixel: 0.1359
===> Epoch[107](210/704): MSE-pixel: 0.1396
===> Epoch[107](240/704): MSE-pixel: 0.1466
===> Epoch[107](270/704): MSE-pixel: 0.1543
===> Epoch[107](300/704): MSE-pixel: 0.1403
===> Epoch[107](330/704): MSE-pixel: 0.1385
===> Epoch[107](360/704): MSE-pixel: 0.1368
===> Epoch[107](390/704): MSE-pixel: 0.1448
===> Epoch[107](420/704): MSE-pixel: 0.1510
===> Epoch[107](450/704): MSE-pixel: 0.1441
===> Epoch[107](480/704): MSE-pixel: 0.1383
===> Epoch[107](510/704): MSE-pixel: 0.1277
===> Epoch[107](540/704): MSE-pixel: 0.1484
===> Epoch[107](570/704): MSE-pixel: 0.1431
===> Epoch[107](600/704): MSE-pixel: 0.1278
===> Epoch[107](630/704): MSE-pixel: 0.1372
===> Epoch[107](660/704): MSE-pixel: 0.1427
===> Epoch[107](690/704): MSE-pixel: 0.1375
learning rate = 0.0000100
===> Epoch[108](0/704): MSE-pixel: 0.1352
===> Epoch[108](30/704): MSE-pixel: 0.1397
===> Epoch[108](60/704): MSE-pixel: 0.1501
===> Epoch[108](90/704): MSE-pixel: 0.1442
===> Epoch[108](120/704): MSE-pixel: 0.1323
===> Epoch[108](150/704): MSE-pixel: 0.1457
===> Epoch[108](180/704): MSE-pixel: 0.1401
===> Epoch[108](210/704): MSE-pixel: 0.1429
===> Epoch[108](240/704): MSE-pixel: 0.1390
===> Epoch[108](270/704): MSE-pixel: 0.1503
===> Epoch[108](300/704): MSE-pixel: 0.1331
===> Epoch[108](330/704): MSE-pixel: 0.1294
===> Epoch[108](360/704): MSE-pixel: 0.1410
===> Epoch[108](390/704): MSE-pixel: 0.1453
===> Epoch[108](420/704): MSE-pixel: 0.1371
===> Epoch[108](450/704): MSE-pixel: 0.1391
===> Epoch[108](480/704): MSE-pixel: 0.1437
===> Epoch[108](510/704): MSE-pixel: 0.1428
===> Epoch[108](540/704): MSE-pixel: 0.1453
===> Epoch[108](570/704): MSE-pixel: 0.1390
===> Epoch[108](600/704): MSE-pixel: 0.1389
===> Epoch[108](630/704): MSE-pixel: 0.1588
===> Epoch[108](660/704): MSE-pixel: 0.1414
===> Epoch[108](690/704): MSE-pixel: 0.1354
learning rate = 0.0000100
===> Epoch[109](0/704): MSE-pixel: 0.1402
===> Epoch[109](30/704): MSE-pixel: 0.1375
===> Epoch[109](60/704): MSE-pixel: 0.1380
===> Epoch[109](90/704): MSE-pixel: 0.1369
===> Epoch[109](120/704): MSE-pixel: 0.1452
===> Epoch[109](150/704): MSE-pixel: 0.1370
===> Epoch[109](180/704): MSE-pixel: 0.1275
===> Epoch[109](210/704): MSE-pixel: 0.1369
===> Epoch[109](240/704): MSE-pixel: 0.1296
===> Epoch[109](270/704): MSE-pixel: 0.1233
===> Epoch[109](300/704): MSE-pixel: 0.1499
===> Epoch[109](330/704): MSE-pixel: 0.1380
===> Epoch[109](360/704): MSE-pixel: 0.1417
===> Epoch[109](390/704): MSE-pixel: 0.1480
===> Epoch[109](420/704): MSE-pixel: 0.1444
===> Epoch[109](450/704): MSE-pixel: 0.1512
===> Epoch[109](480/704): MSE-pixel: 0.1323
===> Epoch[109](510/704): MSE-pixel: 0.1459
===> Epoch[109](540/704): MSE-pixel: 0.1372
===> Epoch[109](570/704): MSE-pixel: 0.1308
===> Epoch[109](600/704): MSE-pixel: 0.1433
===> Epoch[109](630/704): MSE-pixel: 0.1409
===> Epoch[109](660/704): MSE-pixel: 0.1328
===> Epoch[109](690/704): MSE-pixel: 0.1363
learning rate = 0.0000100
===> Epoch[110](0/704): MSE-pixel: 0.1389
===> Epoch[110](30/704): MSE-pixel: 0.1364
===> Epoch[110](60/704): MSE-pixel: 0.1403
===> Epoch[110](90/704): MSE-pixel: 0.1404
===> Epoch[110](120/704): MSE-pixel: 0.1424
===> Epoch[110](150/704): MSE-pixel: 0.1408
===> Epoch[110](180/704): MSE-pixel: 0.1474
===> Epoch[110](210/704): MSE-pixel: 0.1451
===> Epoch[110](240/704): MSE-pixel: 0.1408
===> Epoch[110](270/704): MSE-pixel: 0.1389
===> Epoch[110](300/704): MSE-pixel: 0.1353
===> Epoch[110](330/704): MSE-pixel: 0.1421
===> Epoch[110](360/704): MSE-pixel: 0.1435
===> Epoch[110](390/704): MSE-pixel: 0.1455
===> Epoch[110](420/704): MSE-pixel: 0.1395
===> Epoch[110](450/704): MSE-pixel: 0.1303
===> Epoch[110](480/704): MSE-pixel: 0.1464
===> Epoch[110](510/704): MSE-pixel: 0.1371
===> Epoch[110](540/704): MSE-pixel: 0.1438
===> Epoch[110](570/704): MSE-pixel: 0.1478
===> Epoch[110](600/704): MSE-pixel: 0.1397
===> Epoch[110](630/704): MSE-pixel: 0.1383
===> Epoch[110](660/704): MSE-pixel: 0.1435
===> Epoch[110](690/704): MSE-pixel: 0.1436
learning rate = 0.0000100
===> Epoch[111](0/704): MSE-pixel: 0.1339
===> Epoch[111](30/704): MSE-pixel: 0.1465
===> Epoch[111](60/704): MSE-pixel: 0.1508
===> Epoch[111](90/704): MSE-pixel: 0.1496
===> Epoch[111](120/704): MSE-pixel: 0.1445
===> Epoch[111](150/704): MSE-pixel: 0.1423
===> Epoch[111](180/704): MSE-pixel: 0.1461
===> Epoch[111](210/704): MSE-pixel: 0.1490
===> Epoch[111](240/704): MSE-pixel: 0.1338
===> Epoch[111](270/704): MSE-pixel: 0.1398
===> Epoch[111](300/704): MSE-pixel: 0.1385
===> Epoch[111](330/704): MSE-pixel: 0.1421
===> Epoch[111](360/704): MSE-pixel: 0.1362
===> Epoch[111](390/704): MSE-pixel: 0.1288
===> Epoch[111](420/704): MSE-pixel: 0.1400
===> Epoch[111](450/704): MSE-pixel: 0.1352
===> Epoch[111](480/704): MSE-pixel: 0.1318
===> Epoch[111](510/704): MSE-pixel: 0.1352
===> Epoch[111](540/704): MSE-pixel: 0.1351
===> Epoch[111](570/704): MSE-pixel: 0.1508
===> Epoch[111](600/704): MSE-pixel: 0.1339
===> Epoch[111](630/704): MSE-pixel: 0.1362
===> Epoch[111](660/704): MSE-pixel: 0.1488
===> Epoch[111](690/704): MSE-pixel: 0.1450
learning rate = 0.0000100
Saving
===> Epoch[112](0/704): MSE-pixel: 0.1340
===> Epoch[112](30/704): MSE-pixel: 0.1452
===> Epoch[112](60/704): MSE-pixel: 0.1471
===> Epoch[112](90/704): MSE-pixel: 0.1517
===> Epoch[112](120/704): MSE-pixel: 0.1413
===> Epoch[112](150/704): MSE-pixel: 0.1434
===> Epoch[112](180/704): MSE-pixel: 0.1403
===> Epoch[112](210/704): MSE-pixel: 0.1335
===> Epoch[112](240/704): MSE-pixel: 0.1436
===> Epoch[112](270/704): MSE-pixel: 0.1367
===> Epoch[112](300/704): MSE-pixel: 0.1439
===> Epoch[112](330/704): MSE-pixel: 0.1408
===> Epoch[112](360/704): MSE-pixel: 0.1440
===> Epoch[112](390/704): MSE-pixel: 0.1367
===> Epoch[112](420/704): MSE-pixel: 0.1381
===> Epoch[112](450/704): MSE-pixel: 0.1365
===> Epoch[112](480/704): MSE-pixel: 0.1280
===> Epoch[112](510/704): MSE-pixel: 0.1354
===> Epoch[112](540/704): MSE-pixel: 0.1443
===> Epoch[112](570/704): MSE-pixel: 0.1340
===> Epoch[112](600/704): MSE-pixel: 0.1295
===> Epoch[112](630/704): MSE-pixel: 0.1397
===> Epoch[112](660/704): MSE-pixel: 0.1438
===> Epoch[112](690/704): MSE-pixel: 0.1407
learning rate = 0.0000100
===> Epoch[113](0/704): MSE-pixel: 0.1474
===> Epoch[113](30/704): MSE-pixel: 0.1399
===> Epoch[113](60/704): MSE-pixel: 0.1328
===> Epoch[113](90/704): MSE-pixel: 0.1333
===> Epoch[113](120/704): MSE-pixel: 0.1359
===> Epoch[113](150/704): MSE-pixel: 0.1373
===> Epoch[113](180/704): MSE-pixel: 0.1374
===> Epoch[113](210/704): MSE-pixel: 0.1415
===> Epoch[113](240/704): MSE-pixel: 0.1450
===> Epoch[113](270/704): MSE-pixel: 0.1394
===> Epoch[113](300/704): MSE-pixel: 0.1340
===> Epoch[113](330/704): MSE-pixel: 0.1452
===> Epoch[113](360/704): MSE-pixel: 0.1433
===> Epoch[113](390/704): MSE-pixel: 0.1403
===> Epoch[113](420/704): MSE-pixel: 0.1478
===> Epoch[113](450/704): MSE-pixel: 0.1447
===> Epoch[113](480/704): MSE-pixel: 0.1351
===> Epoch[113](510/704): MSE-pixel: 0.1459
===> Epoch[113](540/704): MSE-pixel: 0.1481
===> Epoch[113](570/704): MSE-pixel: 0.1384
===> Epoch[113](600/704): MSE-pixel: 0.1326
===> Epoch[113](630/704): MSE-pixel: 0.1398
===> Epoch[113](660/704): MSE-pixel: 0.1445
===> Epoch[113](690/704): MSE-pixel: 0.1387
learning rate = 0.0000100
===> Epoch[114](0/704): MSE-pixel: 0.1412
===> Epoch[114](30/704): MSE-pixel: 0.1376
===> Epoch[114](60/704): MSE-pixel: 0.1384
===> Epoch[114](90/704): MSE-pixel: 0.1420
===> Epoch[114](120/704): MSE-pixel: 0.1467
===> Epoch[114](150/704): MSE-pixel: 0.1369
===> Epoch[114](180/704): MSE-pixel: 0.1500
===> Epoch[114](210/704): MSE-pixel: 0.1453
===> Epoch[114](240/704): MSE-pixel: 0.1520
===> Epoch[114](270/704): MSE-pixel: 0.1364
===> Epoch[114](300/704): MSE-pixel: 0.1319
===> Epoch[114](330/704): MSE-pixel: 0.1335
===> Epoch[114](360/704): MSE-pixel: 0.1323
===> Epoch[114](390/704): MSE-pixel: 0.1537
===> Epoch[114](420/704): MSE-pixel: 0.1341
===> Epoch[114](450/704): MSE-pixel: 0.1464
===> Epoch[114](480/704): MSE-pixel: 0.1453
===> Epoch[114](510/704): MSE-pixel: 0.1509
===> Epoch[114](540/704): MSE-pixel: 0.1367
===> Epoch[114](570/704): MSE-pixel: 0.1469
===> Epoch[114](600/704): MSE-pixel: 0.1383
===> Epoch[114](630/704): MSE-pixel: 0.1402
===> Epoch[114](660/704): MSE-pixel: 0.1545
===> Epoch[114](690/704): MSE-pixel: 0.1411
learning rate = 0.0000100
===> Epoch[115](0/704): MSE-pixel: 0.1372
===> Epoch[115](30/704): MSE-pixel: 0.1275
===> Epoch[115](60/704): MSE-pixel: 0.1394
===> Epoch[115](90/704): MSE-pixel: 0.1345
===> Epoch[115](120/704): MSE-pixel: 0.1315
===> Epoch[115](150/704): MSE-pixel: 0.1324
===> Epoch[115](180/704): MSE-pixel: 0.1481
===> Epoch[115](210/704): MSE-pixel: 0.1511
===> Epoch[115](240/704): MSE-pixel: 0.1519
===> Epoch[115](270/704): MSE-pixel: 0.1394
===> Epoch[115](300/704): MSE-pixel: 0.1354
===> Epoch[115](330/704): MSE-pixel: 0.1384
===> Epoch[115](360/704): MSE-pixel: 0.1419
===> Epoch[115](390/704): MSE-pixel: 0.1362
===> Epoch[115](420/704): MSE-pixel: 0.1377
===> Epoch[115](450/704): MSE-pixel: 0.1401
===> Epoch[115](480/704): MSE-pixel: 0.1566
===> Epoch[115](510/704): MSE-pixel: 0.1382
===> Epoch[115](540/704): MSE-pixel: 0.1336
===> Epoch[115](570/704): MSE-pixel: 0.1464
===> Epoch[115](600/704): MSE-pixel: 0.1438
===> Epoch[115](630/704): MSE-pixel: 0.1404
===> Epoch[115](660/704): MSE-pixel: 0.1295
===> Epoch[115](690/704): MSE-pixel: 0.1374
learning rate = 0.0000100
===> Epoch[116](0/704): MSE-pixel: 0.1359
===> Epoch[116](30/704): MSE-pixel: 0.1364
===> Epoch[116](60/704): MSE-pixel: 0.1445
===> Epoch[116](90/704): MSE-pixel: 0.1368
===> Epoch[116](120/704): MSE-pixel: 0.1410
===> Epoch[116](150/704): MSE-pixel: 0.1460
===> Epoch[116](180/704): MSE-pixel: 0.1366
===> Epoch[116](210/704): MSE-pixel: 0.1487
===> Epoch[116](240/704): MSE-pixel: 0.1338
===> Epoch[116](270/704): MSE-pixel: 0.1354
===> Epoch[116](300/704): MSE-pixel: 0.1421
===> Epoch[116](330/704): MSE-pixel: 0.1403
===> Epoch[116](360/704): MSE-pixel: 0.1384
===> Epoch[116](390/704): MSE-pixel: 0.1453
===> Epoch[116](420/704): MSE-pixel: 0.1443
===> Epoch[116](450/704): MSE-pixel: 0.1476
===> Epoch[116](480/704): MSE-pixel: 0.1406
===> Epoch[116](510/704): MSE-pixel: 0.1332
===> Epoch[116](540/704): MSE-pixel: 0.1332
===> Epoch[116](570/704): MSE-pixel: 0.1459
===> Epoch[116](600/704): MSE-pixel: 0.1347
===> Epoch[116](630/704): MSE-pixel: 0.1402
===> Epoch[116](660/704): MSE-pixel: 0.1346
===> Epoch[116](690/704): MSE-pixel: 0.1346
learning rate = 0.0000100
===> Epoch[117](0/704): MSE-pixel: 0.1330
===> Epoch[117](30/704): MSE-pixel: 0.1519
===> Epoch[117](60/704): MSE-pixel: 0.1489
===> Epoch[117](90/704): MSE-pixel: 0.1545
===> Epoch[117](120/704): MSE-pixel: 0.1525
===> Epoch[117](150/704): MSE-pixel: 0.1429
===> Epoch[117](180/704): MSE-pixel: 0.1430
===> Epoch[117](210/704): MSE-pixel: 0.1395
===> Epoch[117](240/704): MSE-pixel: 0.1442
===> Epoch[117](270/704): MSE-pixel: 0.1468
===> Epoch[117](300/704): MSE-pixel: 0.1406
===> Epoch[117](330/704): MSE-pixel: 0.1444
===> Epoch[117](360/704): MSE-pixel: 0.1363
===> Epoch[117](390/704): MSE-pixel: 0.1433
===> Epoch[117](420/704): MSE-pixel: 0.1360
===> Epoch[117](450/704): MSE-pixel: 0.1373
===> Epoch[117](480/704): MSE-pixel: 0.1286
===> Epoch[117](510/704): MSE-pixel: 0.1383
===> Epoch[117](540/704): MSE-pixel: 0.1462
===> Epoch[117](570/704): MSE-pixel: 0.1407
===> Epoch[117](600/704): MSE-pixel: 0.1369
===> Epoch[117](630/704): MSE-pixel: 0.1372
===> Epoch[117](660/704): MSE-pixel: 0.1375
===> Epoch[117](690/704): MSE-pixel: 0.1410
learning rate = 0.0000100
===> Epoch[118](0/704): MSE-pixel: 0.1436
===> Epoch[118](30/704): MSE-pixel: 0.1500
===> Epoch[118](60/704): MSE-pixel: 0.1458
===> Epoch[118](90/704): MSE-pixel: 0.1361
===> Epoch[118](120/704): MSE-pixel: 0.1477
===> Epoch[118](150/704): MSE-pixel: 0.1294
===> Epoch[118](180/704): MSE-pixel: 0.1414
===> Epoch[118](210/704): MSE-pixel: 0.1441
===> Epoch[118](240/704): MSE-pixel: 0.1531
===> Epoch[118](270/704): MSE-pixel: 0.1476
===> Epoch[118](300/704): MSE-pixel: 0.1561
===> Epoch[118](330/704): MSE-pixel: 0.1396
===> Epoch[118](360/704): MSE-pixel: 0.1427
===> Epoch[118](390/704): MSE-pixel: 0.1387
===> Epoch[118](420/704): MSE-pixel: 0.1447
===> Epoch[118](450/704): MSE-pixel: 0.1367
===> Epoch[118](480/704): MSE-pixel: 0.1396
===> Epoch[118](510/704): MSE-pixel: 0.1385
===> Epoch[118](540/704): MSE-pixel: 0.1501
===> Epoch[118](570/704): MSE-pixel: 0.1401
===> Epoch[118](600/704): MSE-pixel: 0.1478
===> Epoch[118](630/704): MSE-pixel: 0.1394
===> Epoch[118](660/704): MSE-pixel: 0.1318
===> Epoch[118](690/704): MSE-pixel: 0.1325
learning rate = 0.0000100
===> Epoch[119](0/704): MSE-pixel: 0.1509
===> Epoch[119](30/704): MSE-pixel: 0.1487
===> Epoch[119](60/704): MSE-pixel: 0.1431
===> Epoch[119](90/704): MSE-pixel: 0.1379
===> Epoch[119](120/704): MSE-pixel: 0.1466
===> Epoch[119](150/704): MSE-pixel: 0.1436
===> Epoch[119](180/704): MSE-pixel: 0.1513
===> Epoch[119](210/704): MSE-pixel: 0.1473
===> Epoch[119](240/704): MSE-pixel: 0.1468
===> Epoch[119](270/704): MSE-pixel: 0.1364
===> Epoch[119](300/704): MSE-pixel: 0.1479
===> Epoch[119](330/704): MSE-pixel: 0.1450
===> Epoch[119](360/704): MSE-pixel: 0.1298
===> Epoch[119](390/704): MSE-pixel: 0.1400
===> Epoch[119](420/704): MSE-pixel: 0.1578
===> Epoch[119](450/704): MSE-pixel: 0.1448
===> Epoch[119](480/704): MSE-pixel: 0.1439
===> Epoch[119](510/704): MSE-pixel: 0.1315
===> Epoch[119](540/704): MSE-pixel: 0.1375
===> Epoch[119](570/704): MSE-pixel: 0.1378
===> Epoch[119](600/704): MSE-pixel: 0.1328
===> Epoch[119](630/704): MSE-pixel: 0.1342
===> Epoch[119](660/704): MSE-pixel: 0.1412
===> Epoch[119](690/704): MSE-pixel: 0.1543
learning rate = 0.0000100
===> Epoch[120](0/704): MSE-pixel: 0.1511
===> Epoch[120](30/704): MSE-pixel: 0.1466
===> Epoch[120](60/704): MSE-pixel: 0.1458
===> Epoch[120](90/704): MSE-pixel: 0.1391
===> Epoch[120](120/704): MSE-pixel: 0.1334
===> Epoch[120](150/704): MSE-pixel: 0.1389
===> Epoch[120](180/704): MSE-pixel: 0.1284
===> Epoch[120](210/704): MSE-pixel: 0.1449
===> Epoch[120](240/704): MSE-pixel: 0.1368
===> Epoch[120](270/704): MSE-pixel: 0.1432
===> Epoch[120](300/704): MSE-pixel: 0.1342
===> Epoch[120](330/704): MSE-pixel: 0.1416
===> Epoch[120](360/704): MSE-pixel: 0.1340
===> Epoch[120](390/704): MSE-pixel: 0.1395
===> Epoch[120](420/704): MSE-pixel: 0.1346
===> Epoch[120](450/704): MSE-pixel: 0.1413
===> Epoch[120](480/704): MSE-pixel: 0.1470
===> Epoch[120](510/704): MSE-pixel: 0.1539
===> Epoch[120](540/704): MSE-pixel: 0.1362
===> Epoch[120](570/704): MSE-pixel: 0.1438
===> Epoch[120](600/704): MSE-pixel: 0.1410
===> Epoch[120](630/704): MSE-pixel: 0.1494
===> Epoch[120](660/704): MSE-pixel: 0.1390
===> Epoch[120](690/704): MSE-pixel: 0.1446
learning rate = 0.0000100
===> Epoch[121](0/704): MSE-pixel: 0.1461
===> Epoch[121](30/704): MSE-pixel: 0.1465
===> Epoch[121](60/704): MSE-pixel: 0.1486
===> Epoch[121](90/704): MSE-pixel: 0.1314
===> Epoch[121](120/704): MSE-pixel: 0.1439
===> Epoch[121](150/704): MSE-pixel: 0.1529
===> Epoch[121](180/704): MSE-pixel: 0.1377
===> Epoch[121](210/704): MSE-pixel: 0.1326
===> Epoch[121](240/704): MSE-pixel: 0.1574
===> Epoch[121](270/704): MSE-pixel: 0.1390
===> Epoch[121](300/704): MSE-pixel: 0.1514
===> Epoch[121](330/704): MSE-pixel: 0.1462
===> Epoch[121](360/704): MSE-pixel: 0.1539
===> Epoch[121](390/704): MSE-pixel: 0.1394
===> Epoch[121](420/704): MSE-pixel: 0.1442
===> Epoch[121](450/704): MSE-pixel: 0.1567
===> Epoch[121](480/704): MSE-pixel: 0.1450
===> Epoch[121](510/704): MSE-pixel: 0.1422
===> Epoch[121](540/704): MSE-pixel: 0.1300
===> Epoch[121](570/704): MSE-pixel: 0.1452
===> Epoch[121](600/704): MSE-pixel: 0.1442
===> Epoch[121](630/704): MSE-pixel: 0.1358
===> Epoch[121](660/704): MSE-pixel: 0.1425
===> Epoch[121](690/704): MSE-pixel: 0.1403
learning rate = 0.0000100
Saving
===> Epoch[122](0/704): MSE-pixel: 0.1438
===> Epoch[122](30/704): MSE-pixel: 0.1446
===> Epoch[122](60/704): MSE-pixel: 0.1421
===> Epoch[122](90/704): MSE-pixel: 0.1349
===> Epoch[122](120/704): MSE-pixel: 0.1631
===> Epoch[122](150/704): MSE-pixel: 0.1361
===> Epoch[122](180/704): MSE-pixel: 0.1380
===> Epoch[122](210/704): MSE-pixel: 0.1355
===> Epoch[122](240/704): MSE-pixel: 0.1439
===> Epoch[122](270/704): MSE-pixel: 0.1366
===> Epoch[122](300/704): MSE-pixel: 0.1396
===> Epoch[122](330/704): MSE-pixel: 0.1391
===> Epoch[122](360/704): MSE-pixel: 0.1308
===> Epoch[122](390/704): MSE-pixel: 0.1359
===> Epoch[122](420/704): MSE-pixel: 0.1262
===> Epoch[122](450/704): MSE-pixel: 0.1373
===> Epoch[122](480/704): MSE-pixel: 0.1322
===> Epoch[122](510/704): MSE-pixel: 0.1344
===> Epoch[122](540/704): MSE-pixel: 0.1409
===> Epoch[122](570/704): MSE-pixel: 0.1352
===> Epoch[122](600/704): MSE-pixel: 0.1454
===> Epoch[122](630/704): MSE-pixel: 0.1346
===> Epoch[122](660/704): MSE-pixel: 0.1370
===> Epoch[122](690/704): MSE-pixel: 0.1416
learning rate = 0.0000100
===> Epoch[123](0/704): MSE-pixel: 0.1362
===> Epoch[123](30/704): MSE-pixel: 0.1322
===> Epoch[123](60/704): MSE-pixel: 0.1405
===> Epoch[123](90/704): MSE-pixel: 0.1317
