{'target': {'mean': array([-0.4510391], dtype=float32), 'std': array([0.38355893], dtype=float32), 'min': array([-4.1388025], dtype=float32), 'max': array([3.3192787], dtype=float32)}, 'input': {'mean': array([-0.39840052], dtype=float32), 'std': array([0.27414468], dtype=float32), 'min': array([-0.5], dtype=float32), 'max': array([0.5], dtype=float32)}}
Dataset: 60000, 45000
initialize network with normal
===> Epoch[238](90/704): MSE-pixel: 0.1387
===> Epoch[238](120/704): MSE-pixel: 0.1402
===> Epoch[238](150/704): MSE-pixel: 0.1321
===> Epoch[238](180/704): MSE-pixel: 0.1402
===> Epoch[238](210/704): MSE-pixel: 0.1415
===> Epoch[238](240/704): MSE-pixel: 0.1435
===> Epoch[238](270/704): MSE-pixel: 0.1417
===> Epoch[238](300/704): MSE-pixel: 0.1348
===> Epoch[238](330/704): MSE-pixel: 0.1307
===> Epoch[238](360/704): MSE-pixel: 0.1362
===> Epoch[238](390/704): MSE-pixel: 0.1489
===> Epoch[238](420/704): MSE-pixel: 0.1313
===> Epoch[238](450/704): MSE-pixel: 0.1447
===> Epoch[238](480/704): MSE-pixel: 0.1343
===> Epoch[238](510/704): MSE-pixel: 0.1386
===> Epoch[238](540/704): MSE-pixel: 0.1370
===> Epoch[238](570/704): MSE-pixel: 0.1380
===> Epoch[238](600/704): MSE-pixel: 0.1411
===> Epoch[238](630/704): MSE-pixel: 0.1367
===> Epoch[238](660/704): MSE-pixel: 0.1370
===> Epoch[238](690/704): MSE-pixel: 0.1330
learning rate = 0.0000001
===> Epoch[239](0/704): MSE-pixel: 0.1315
===> Epoch[239](30/704): MSE-pixel: 0.1339
===> Epoch[239](60/704): MSE-pixel: 0.1321
===> Epoch[239](90/704): MSE-pixel: 0.1398
===> Epoch[239](120/704): MSE-pixel: 0.1375
===> Epoch[239](150/704): MSE-pixel: 0.1383
===> Epoch[239](180/704): MSE-pixel: 0.1421
===> Epoch[239](210/704): MSE-pixel: 0.1408
===> Epoch[239](240/704): MSE-pixel: 0.1444
===> Epoch[239](270/704): MSE-pixel: 0.1448
===> Epoch[239](300/704): MSE-pixel: 0.1365
===> Epoch[239](330/704): MSE-pixel: 0.1505
===> Epoch[239](360/704): MSE-pixel: 0.1396
===> Epoch[239](390/704): MSE-pixel: 0.1363
===> Epoch[239](420/704): MSE-pixel: 0.1566
===> Epoch[239](450/704): MSE-pixel: 0.1336
===> Epoch[239](480/704): MSE-pixel: 0.1324
===> Epoch[239](510/704): MSE-pixel: 0.1441
===> Epoch[239](540/704): MSE-pixel: 0.1284
===> Epoch[239](570/704): MSE-pixel: 0.1470
===> Epoch[239](600/704): MSE-pixel: 0.1373
===> Epoch[239](630/704): MSE-pixel: 0.1402
===> Epoch[239](660/704): MSE-pixel: 0.1296
===> Epoch[239](690/704): MSE-pixel: 0.1418
learning rate = 0.0000001
===> Epoch[240](0/704): MSE-pixel: 0.1487
===> Epoch[240](30/704): MSE-pixel: 0.1459
===> Epoch[240](60/704): MSE-pixel: 0.1410
===> Epoch[240](90/704): MSE-pixel: 0.1387
===> Epoch[240](120/704): MSE-pixel: 0.1378
===> Epoch[240](150/704): MSE-pixel: 0.1319
===> Epoch[240](180/704): MSE-pixel: 0.1458
===> Epoch[240](210/704): MSE-pixel: 0.1562
===> Epoch[240](240/704): MSE-pixel: 0.1410
===> Epoch[240](270/704): MSE-pixel: 0.1394
===> Epoch[240](300/704): MSE-pixel: 0.1416
===> Epoch[240](330/704): MSE-pixel: 0.1337
===> Epoch[240](360/704): MSE-pixel: 0.1426
===> Epoch[240](390/704): MSE-pixel: 0.1343
===> Epoch[240](420/704): MSE-pixel: 0.1264
===> Epoch[240](450/704): MSE-pixel: 0.1398
===> Epoch[240](480/704): MSE-pixel: 0.1407
===> Epoch[240](510/704): MSE-pixel: 0.1362
===> Epoch[240](540/704): MSE-pixel: 0.1468
===> Epoch[240](570/704): MSE-pixel: 0.1365
===> Epoch[240](600/704): MSE-pixel: 0.1465
===> Epoch[240](630/704): MSE-pixel: 0.1403
===> Epoch[240](660/704): MSE-pixel: 0.1310
===> Epoch[240](690/704): MSE-pixel: 0.1356
learning rate = 0.0000001
===> Epoch[241](0/704): MSE-pixel: 0.1302
===> Epoch[241](30/704): MSE-pixel: 0.1379
===> Epoch[241](60/704): MSE-pixel: 0.1369
===> Epoch[241](90/704): MSE-pixel: 0.1447
===> Epoch[241](120/704): MSE-pixel: 0.1394
===> Epoch[241](150/704): MSE-pixel: 0.1311
===> Epoch[241](180/704): MSE-pixel: 0.1597
===> Epoch[241](210/704): MSE-pixel: 0.1484
===> Epoch[241](240/704): MSE-pixel: 0.1367
===> Epoch[241](270/704): MSE-pixel: 0.1366
===> Epoch[241](300/704): MSE-pixel: 0.1393
===> Epoch[241](330/704): MSE-pixel: 0.1469
===> Epoch[241](360/704): MSE-pixel: 0.1391
===> Epoch[241](390/704): MSE-pixel: 0.1494
===> Epoch[241](420/704): MSE-pixel: 0.1411
===> Epoch[241](450/704): MSE-pixel: 0.1378
===> Epoch[241](480/704): MSE-pixel: 0.1364
===> Epoch[241](510/704): MSE-pixel: 0.1467
===> Epoch[241](540/704): MSE-pixel: 0.1481
===> Epoch[241](570/704): MSE-pixel: 0.1275
===> Epoch[241](600/704): MSE-pixel: 0.1499
===> Epoch[241](630/704): MSE-pixel: 0.1460
===> Epoch[241](660/704): MSE-pixel: 0.1349
===> Epoch[241](690/704): MSE-pixel: 0.1381
learning rate = 0.0000001
Saving
===> Epoch[242](0/704): MSE-pixel: 0.1411
===> Epoch[242](30/704): MSE-pixel: 0.1424
===> Epoch[242](60/704): MSE-pixel: 0.1368
===> Epoch[242](90/704): MSE-pixel: 0.1415
===> Epoch[242](120/704): MSE-pixel: 0.1383
===> Epoch[242](150/704): MSE-pixel: 0.1342
===> Epoch[242](180/704): MSE-pixel: 0.1351
===> Epoch[242](210/704): MSE-pixel: 0.1334
===> Epoch[242](240/704): MSE-pixel: 0.1362
===> Epoch[242](270/704): MSE-pixel: 0.1423
===> Epoch[242](300/704): MSE-pixel: 0.1335
===> Epoch[242](330/704): MSE-pixel: 0.1439
===> Epoch[242](360/704): MSE-pixel: 0.1384
===> Epoch[242](390/704): MSE-pixel: 0.1434
===> Epoch[242](420/704): MSE-pixel: 0.1450
===> Epoch[242](450/704): MSE-pixel: 0.1408
===> Epoch[242](480/704): MSE-pixel: 0.1455
===> Epoch[242](510/704): MSE-pixel: 0.1402
===> Epoch[242](540/704): MSE-pixel: 0.1457
===> Epoch[242](570/704): MSE-pixel: 0.1443
===> Epoch[242](600/704): MSE-pixel: 0.1370
===> Epoch[242](630/704): MSE-pixel: 0.1389
===> Epoch[242](660/704): MSE-pixel: 0.1431
===> Epoch[242](690/704): MSE-pixel: 0.1439
learning rate = 0.0000001
===> Epoch[243](0/704): MSE-pixel: 0.1530
===> Epoch[243](30/704): MSE-pixel: 0.1314
===> Epoch[243](60/704): MSE-pixel: 0.1362
===> Epoch[243](90/704): MSE-pixel: 0.1329
===> Epoch[243](120/704): MSE-pixel: 0.1390
===> Epoch[243](150/704): MSE-pixel: 0.1404
===> Epoch[243](180/704): MSE-pixel: 0.1465
===> Epoch[243](210/704): MSE-pixel: 0.1335
===> Epoch[243](240/704): MSE-pixel: 0.1512
===> Epoch[243](270/704): MSE-pixel: 0.1266
===> Epoch[243](300/704): MSE-pixel: 0.1306
===> Epoch[243](330/704): MSE-pixel: 0.1275
===> Epoch[243](360/704): MSE-pixel: 0.1414
===> Epoch[243](390/704): MSE-pixel: 0.1433
===> Epoch[243](420/704): MSE-pixel: 0.1413
===> Epoch[243](450/704): MSE-pixel: 0.1332
===> Epoch[243](480/704): MSE-pixel: 0.1292
===> Epoch[243](510/704): MSE-pixel: 0.1295
===> Epoch[243](540/704): MSE-pixel: 0.1432
===> Epoch[243](570/704): MSE-pixel: 0.1386
===> Epoch[243](600/704): MSE-pixel: 0.1323
===> Epoch[243](630/704): MSE-pixel: 0.1482
===> Epoch[243](660/704): MSE-pixel: 0.1314
===> Epoch[243](690/704): MSE-pixel: 0.1441
learning rate = 0.0000001
===> Epoch[244](0/704): MSE-pixel: 0.1469
===> Epoch[244](30/704): MSE-pixel: 0.1274
===> Epoch[244](60/704): MSE-pixel: 0.1327
===> Epoch[244](90/704): MSE-pixel: 0.1596
===> Epoch[244](120/704): MSE-pixel: 0.1340
===> Epoch[244](150/704): MSE-pixel: 0.1445
===> Epoch[244](180/704): MSE-pixel: 0.1473
===> Epoch[244](210/704): MSE-pixel: 0.1460
===> Epoch[244](240/704): MSE-pixel: 0.1424
===> Epoch[244](270/704): MSE-pixel: 0.1217
===> Epoch[244](300/704): MSE-pixel: 0.1390
===> Epoch[244](330/704): MSE-pixel: 0.1388
===> Epoch[244](360/704): MSE-pixel: 0.1305
===> Epoch[244](390/704): MSE-pixel: 0.1382
===> Epoch[244](420/704): MSE-pixel: 0.1359
===> Epoch[244](450/704): MSE-pixel: 0.1435
===> Epoch[244](480/704): MSE-pixel: 0.1509
===> Epoch[244](510/704): MSE-pixel: 0.1346
===> Epoch[244](540/704): MSE-pixel: 0.1407
===> Epoch[244](570/704): MSE-pixel: 0.1569
===> Epoch[244](600/704): MSE-pixel: 0.1439
===> Epoch[244](630/704): MSE-pixel: 0.1371
===> Epoch[244](660/704): MSE-pixel: 0.1437
===> Epoch[244](690/704): MSE-pixel: 0.1513
learning rate = 0.0000001
===> Epoch[245](0/704): MSE-pixel: 0.1446
===> Epoch[245](30/704): MSE-pixel: 0.1237
===> Epoch[245](60/704): MSE-pixel: 0.1369
===> Epoch[245](90/704): MSE-pixel: 0.1403
===> Epoch[245](120/704): MSE-pixel: 0.1352
===> Epoch[245](150/704): MSE-pixel: 0.1521
===> Epoch[245](180/704): MSE-pixel: 0.1262
===> Epoch[245](210/704): MSE-pixel: 0.1400
===> Epoch[245](240/704): MSE-pixel: 0.1272
===> Epoch[245](270/704): MSE-pixel: 0.1385
===> Epoch[245](300/704): MSE-pixel: 0.1467
===> Epoch[245](330/704): MSE-pixel: 0.1452
===> Epoch[245](360/704): MSE-pixel: 0.1396
===> Epoch[245](390/704): MSE-pixel: 0.1444
===> Epoch[245](420/704): MSE-pixel: 0.1411
===> Epoch[245](450/704): MSE-pixel: 0.1368
===> Epoch[245](480/704): MSE-pixel: 0.1383
===> Epoch[245](510/704): MSE-pixel: 0.1415
===> Epoch[245](540/704): MSE-pixel: 0.1403
===> Epoch[245](570/704): MSE-pixel: 0.1343
===> Epoch[245](600/704): MSE-pixel: 0.1402
===> Epoch[245](630/704): MSE-pixel: 0.1426
===> Epoch[245](660/704): MSE-pixel: 0.1265
===> Epoch[245](690/704): MSE-pixel: 0.1450
learning rate = 0.0000001
===> Epoch[246](0/704): MSE-pixel: 0.1421
===> Epoch[246](30/704): MSE-pixel: 0.1389
===> Epoch[246](60/704): MSE-pixel: 0.1381
===> Epoch[246](90/704): MSE-pixel: 0.1640
===> Epoch[246](120/704): MSE-pixel: 0.1443
===> Epoch[246](150/704): MSE-pixel: 0.1477
===> Epoch[246](180/704): MSE-pixel: 0.1407
===> Epoch[246](210/704): MSE-pixel: 0.1446
===> Epoch[246](240/704): MSE-pixel: 0.1295
===> Epoch[246](270/704): MSE-pixel: 0.1471
===> Epoch[246](300/704): MSE-pixel: 0.1486
===> Epoch[246](330/704): MSE-pixel: 0.1372
===> Epoch[246](360/704): MSE-pixel: 0.1402
===> Epoch[246](390/704): MSE-pixel: 0.1404
===> Epoch[246](420/704): MSE-pixel: 0.1372
===> Epoch[246](450/704): MSE-pixel: 0.1357
===> Epoch[246](480/704): MSE-pixel: 0.1417
===> Epoch[246](510/704): MSE-pixel: 0.1453
===> Epoch[246](540/704): MSE-pixel: 0.1388
===> Epoch[246](570/704): MSE-pixel: 0.1459
===> Epoch[246](600/704): MSE-pixel: 0.1322
===> Epoch[246](630/704): MSE-pixel: 0.1359
===> Epoch[246](660/704): MSE-pixel: 0.1442
===> Epoch[246](690/704): MSE-pixel: 0.1331
learning rate = 0.0000001
===> Epoch[247](0/704): MSE-pixel: 0.1357
===> Epoch[247](30/704): MSE-pixel: 0.1412
===> Epoch[247](60/704): MSE-pixel: 0.1451
===> Epoch[247](90/704): MSE-pixel: 0.1500
===> Epoch[247](120/704): MSE-pixel: 0.1486
===> Epoch[247](150/704): MSE-pixel: 0.1478
===> Epoch[247](180/704): MSE-pixel: 0.1358
===> Epoch[247](210/704): MSE-pixel: 0.1492
===> Epoch[247](240/704): MSE-pixel: 0.1394
===> Epoch[247](270/704): MSE-pixel: 0.1396
===> Epoch[247](300/704): MSE-pixel: 0.1465
===> Epoch[247](330/704): MSE-pixel: 0.1270
===> Epoch[247](360/704): MSE-pixel: 0.1451
===> Epoch[247](390/704): MSE-pixel: 0.1496
===> Epoch[247](420/704): MSE-pixel: 0.1459
===> Epoch[247](450/704): MSE-pixel: 0.1400
===> Epoch[247](480/704): MSE-pixel: 0.1398
===> Epoch[247](510/704): MSE-pixel: 0.1362
===> Epoch[247](540/704): MSE-pixel: 0.1381
===> Epoch[247](570/704): MSE-pixel: 0.1409
===> Epoch[247](600/704): MSE-pixel: 0.1407
===> Epoch[247](630/704): MSE-pixel: 0.1359
===> Epoch[247](660/704): MSE-pixel: 0.1454
===> Epoch[247](690/704): MSE-pixel: 0.1461
learning rate = 0.0000001
===> Epoch[248](0/704): MSE-pixel: 0.1338
===> Epoch[248](30/704): MSE-pixel: 0.1385
===> Epoch[248](60/704): MSE-pixel: 0.1450
===> Epoch[248](90/704): MSE-pixel: 0.1503
===> Epoch[248](120/704): MSE-pixel: 0.1429
===> Epoch[248](150/704): MSE-pixel: 0.1354
===> Epoch[248](180/704): MSE-pixel: 0.1414
===> Epoch[248](210/704): MSE-pixel: 0.1490
===> Epoch[248](240/704): MSE-pixel: 0.1409
===> Epoch[248](270/704): MSE-pixel: 0.1225
===> Epoch[248](300/704): MSE-pixel: 0.1384
===> Epoch[248](330/704): MSE-pixel: 0.1467
===> Epoch[248](360/704): MSE-pixel: 0.1366
===> Epoch[248](390/704): MSE-pixel: 0.1384
===> Epoch[248](420/704): MSE-pixel: 0.1365
===> Epoch[248](450/704): MSE-pixel: 0.1339
===> Epoch[248](480/704): MSE-pixel: 0.1434
===> Epoch[248](510/704): MSE-pixel: 0.1467
===> Epoch[248](540/704): MSE-pixel: 0.1329
===> Epoch[248](570/704): MSE-pixel: 0.1377
===> Epoch[248](600/704): MSE-pixel: 0.1437
===> Epoch[248](630/704): MSE-pixel: 0.1340
===> Epoch[248](660/704): MSE-pixel: 0.1434
===> Epoch[248](690/704): MSE-pixel: 0.1417
learning rate = 0.0000001
===> Epoch[249](0/704): MSE-pixel: 0.1373
===> Epoch[249](30/704): MSE-pixel: 0.1443
===> Epoch[249](60/704): MSE-pixel: 0.1389
===> Epoch[249](90/704): MSE-pixel: 0.1328
===> Epoch[249](120/704): MSE-pixel: 0.1522
===> Epoch[249](150/704): MSE-pixel: 0.1357
===> Epoch[249](180/704): MSE-pixel: 0.1397
===> Epoch[249](210/704): MSE-pixel: 0.1388
===> Epoch[249](240/704): MSE-pixel: 0.1471
===> Epoch[249](270/704): MSE-pixel: 0.1433
===> Epoch[249](300/704): MSE-pixel: 0.1272
===> Epoch[249](330/704): MSE-pixel: 0.1444
===> Epoch[249](360/704): MSE-pixel: 0.1416
===> Epoch[249](390/704): MSE-pixel: 0.1386
===> Epoch[249](420/704): MSE-pixel: 0.1410
===> Epoch[249](450/704): MSE-pixel: 0.1420
===> Epoch[249](480/704): MSE-pixel: 0.1388
===> Epoch[249](510/704): MSE-pixel: 0.1375
===> Epoch[249](540/704): MSE-pixel: 0.1437
===> Epoch[249](570/704): MSE-pixel: 0.1342
===> Epoch[249](600/704): MSE-pixel: 0.1453
===> Epoch[249](630/704): MSE-pixel: 0.1448
===> Epoch[249](660/704): MSE-pixel: 0.1379
===> Epoch[249](690/704): MSE-pixel: 0.1336
learning rate = 0.0000001
===> Epoch[250](0/704): MSE-pixel: 0.1370
===> Epoch[250](30/704): MSE-pixel: 0.1332
===> Epoch[250](60/704): MSE-pixel: 0.1398
===> Epoch[250](90/704): MSE-pixel: 0.1423
===> Epoch[250](120/704): MSE-pixel: 0.1427
===> Epoch[250](150/704): MSE-pixel: 0.1419
===> Epoch[250](180/704): MSE-pixel: 0.1407
===> Epoch[250](210/704): MSE-pixel: 0.1315
===> Epoch[250](240/704): MSE-pixel: 0.1322
===> Epoch[250](270/704): MSE-pixel: 0.1451
===> Epoch[250](300/704): MSE-pixel: 0.1407
===> Epoch[250](330/704): MSE-pixel: 0.1400
===> Epoch[250](360/704): MSE-pixel: 0.1400
===> Epoch[250](390/704): MSE-pixel: 0.1385
===> Epoch[250](420/704): MSE-pixel: 0.1427
===> Epoch[250](450/704): MSE-pixel: 0.1337
===> Epoch[250](480/704): MSE-pixel: 0.1541
===> Epoch[250](510/704): MSE-pixel: 0.1444
===> Epoch[250](540/704): MSE-pixel: 0.1350
===> Epoch[250](570/704): MSE-pixel: 0.1270
===> Epoch[250](600/704): MSE-pixel: 0.1376
===> Epoch[250](630/704): MSE-pixel: 0.1403
===> Epoch[250](660/704): MSE-pixel: 0.1306
===> Epoch[250](690/704): MSE-pixel: 0.1327
learning rate = 0.0000000
===> Epoch[251](0/704): MSE-pixel: 0.1436
===> Epoch[251](30/704): MSE-pixel: 0.1460
===> Epoch[251](60/704): MSE-pixel: 0.1456
===> Epoch[251](90/704): MSE-pixel: 0.1451
===> Epoch[251](120/704): MSE-pixel: 0.1538
===> Epoch[251](150/704): MSE-pixel: 0.1374
===> Epoch[251](180/704): MSE-pixel: 0.1381
===> Epoch[251](210/704): MSE-pixel: 0.1410
===> Epoch[251](240/704): MSE-pixel: 0.1357
===> Epoch[251](270/704): MSE-pixel: 0.1408
===> Epoch[251](300/704): MSE-pixel: 0.1416
===> Epoch[251](330/704): MSE-pixel: 0.1426
===> Epoch[251](360/704): MSE-pixel: 0.1401
===> Epoch[251](390/704): MSE-pixel: 0.1416
===> Epoch[251](420/704): MSE-pixel: 0.1441
===> Epoch[251](450/704): MSE-pixel: 0.1428
===> Epoch[251](480/704): MSE-pixel: 0.1375
===> Epoch[251](510/704): MSE-pixel: 0.1368
===> Epoch[251](540/704): MSE-pixel: 0.1360
===> Epoch[251](570/704): MSE-pixel: 0.1439
===> Epoch[251](600/704): MSE-pixel: 0.1358
===> Epoch[251](630/704): MSE-pixel: 0.1372
===> Epoch[251](660/704): MSE-pixel: 0.1369
===> Epoch[251](690/704): MSE-pixel: 0.1432
learning rate = 0.0000000
Saving
===> Epoch[252](0/704): MSE-pixel: 0.1387
===> Epoch[252](30/704): MSE-pixel: 0.1345
===> Epoch[252](60/704): MSE-pixel: 0.1533
===> Epoch[252](90/704): MSE-pixel: 0.1473
===> Epoch[252](120/704): MSE-pixel: 0.1407
===> Epoch[252](150/704): MSE-pixel: 0.1380
===> Epoch[252](180/704): MSE-pixel: 0.1478
===> Epoch[252](210/704): MSE-pixel: 0.1308
===> Epoch[252](240/704): MSE-pixel: 0.1360
===> Epoch[252](270/704): MSE-pixel: 0.1419
===> Epoch[252](300/704): MSE-pixel: 0.1392
===> Epoch[252](330/704): MSE-pixel: 0.1400
===> Epoch[252](360/704): MSE-pixel: 0.1443
===> Epoch[252](390/704): MSE-pixel: 0.1405
===> Epoch[252](420/704): MSE-pixel: 0.1379
===> Epoch[252](450/704): MSE-pixel: 0.1355
===> Epoch[252](480/704): MSE-pixel: 0.1389
===> Epoch[252](510/704): MSE-pixel: 0.1481
===> Epoch[252](540/704): MSE-pixel: 0.1300
===> Epoch[252](570/704): MSE-pixel: 0.1485
===> Epoch[252](600/704): MSE-pixel: 0.1352
===> Epoch[252](630/704): MSE-pixel: 0.1362
===> Epoch[252](660/704): MSE-pixel: 0.1429
===> Epoch[252](690/704): MSE-pixel: 0.1377
learning rate = 0.0000000
===> Epoch[253](0/704): MSE-pixel: 0.1363
===> Epoch[253](30/704): MSE-pixel: 0.1466
===> Epoch[253](60/704): MSE-pixel: 0.1286
===> Epoch[253](90/704): MSE-pixel: 0.1456
===> Epoch[253](120/704): MSE-pixel: 0.1351
===> Epoch[253](150/704): MSE-pixel: 0.1433
===> Epoch[253](180/704): MSE-pixel: 0.1481
===> Epoch[253](210/704): MSE-pixel: 0.1298
===> Epoch[253](240/704): MSE-pixel: 0.1408
===> Epoch[253](270/704): MSE-pixel: 0.1362
===> Epoch[253](300/704): MSE-pixel: 0.1539
===> Epoch[253](330/704): MSE-pixel: 0.1359
===> Epoch[253](360/704): MSE-pixel: 0.1325
===> Epoch[253](390/704): MSE-pixel: 0.1419
===> Epoch[253](420/704): MSE-pixel: 0.1391
===> Epoch[253](450/704): MSE-pixel: 0.1323
===> Epoch[253](480/704): MSE-pixel: 0.1292
===> Epoch[253](510/704): MSE-pixel: 0.1364
===> Epoch[253](540/704): MSE-pixel: 0.1484
===> Epoch[253](570/704): MSE-pixel: 0.1399
===> Epoch[253](600/704): MSE-pixel: 0.1301
===> Epoch[253](630/704): MSE-pixel: 0.1468
===> Epoch[253](660/704): MSE-pixel: 0.1337
===> Epoch[253](690/704): MSE-pixel: 0.1323
learning rate = 0.0000000
===> Epoch[254](0/704): MSE-pixel: 0.1370
===> Epoch[254](30/704): MSE-pixel: 0.1456
===> Epoch[254](60/704): MSE-pixel: 0.1413
===> Epoch[254](90/704): MSE-pixel: 0.1321
===> Epoch[254](120/704): MSE-pixel: 0.1437
===> Epoch[254](150/704): MSE-pixel: 0.1468
===> Epoch[254](180/704): MSE-pixel: 0.1372
===> Epoch[254](210/704): MSE-pixel: 0.1438
===> Epoch[254](240/704): MSE-pixel: 0.1343
===> Epoch[254](270/704): MSE-pixel: 0.1356
===> Epoch[254](300/704): MSE-pixel: 0.1406
===> Epoch[254](330/704): MSE-pixel: 0.1247
===> Epoch[254](360/704): MSE-pixel: 0.1345
===> Epoch[254](390/704): MSE-pixel: 0.1374
===> Epoch[254](420/704): MSE-pixel: 0.1289
===> Epoch[254](450/704): MSE-pixel: 0.1360
===> Epoch[254](480/704): MSE-pixel: 0.1397
===> Epoch[254](510/704): MSE-pixel: 0.1447
===> Epoch[254](540/704): MSE-pixel: 0.1323
===> Epoch[254](570/704): MSE-pixel: 0.1460
===> Epoch[254](600/704): MSE-pixel: 0.1477
===> Epoch[254](630/704): MSE-pixel: 0.1333
===> Epoch[254](660/704): MSE-pixel: 0.1339
===> Epoch[254](690/704): MSE-pixel: 0.1424
learning rate = 0.0000000
===> Epoch[255](0/704): MSE-pixel: 0.1362
===> Epoch[255](30/704): MSE-pixel: 0.1394
===> Epoch[255](60/704): MSE-pixel: 0.1368
===> Epoch[255](90/704): MSE-pixel: 0.1390
===> Epoch[255](120/704): MSE-pixel: 0.1303
===> Epoch[255](150/704): MSE-pixel: 0.1411
===> Epoch[255](180/704): MSE-pixel: 0.1363
===> Epoch[255](210/704): MSE-pixel: 0.1385
===> Epoch[255](240/704): MSE-pixel: 0.1440
===> Epoch[255](270/704): MSE-pixel: 0.1548
===> Epoch[255](300/704): MSE-pixel: 0.1555
===> Epoch[255](330/704): MSE-pixel: 0.1510
===> Epoch[255](360/704): MSE-pixel: 0.1381
===> Epoch[255](390/704): MSE-pixel: 0.1378
===> Epoch[255](420/704): MSE-pixel: 0.1423
===> Epoch[255](450/704): MSE-pixel: 0.1346
===> Epoch[255](480/704): MSE-pixel: 0.1518
===> Epoch[255](510/704): MSE-pixel: 0.1462
===> Epoch[255](540/704): MSE-pixel: 0.1292
===> Epoch[255](570/704): MSE-pixel: 0.1403
===> Epoch[255](600/704): MSE-pixel: 0.1326
===> Epoch[255](630/704): MSE-pixel: 0.1412
===> Epoch[255](660/704): MSE-pixel: 0.1313
===> Epoch[255](690/704): MSE-pixel: 0.1512
learning rate = 0.0000000
===> Epoch[256](0/704): MSE-pixel: 0.1366
===> Epoch[256](30/704): MSE-pixel: 0.1446
===> Epoch[256](60/704): MSE-pixel: 0.1345
===> Epoch[256](90/704): MSE-pixel: 0.1352
===> Epoch[256](120/704): MSE-pixel: 0.1277
===> Epoch[256](150/704): MSE-pixel: 0.1473
===> Epoch[256](180/704): MSE-pixel: 0.1345
===> Epoch[256](210/704): MSE-pixel: 0.1340
===> Epoch[256](240/704): MSE-pixel: 0.1389
===> Epoch[256](270/704): MSE-pixel: 0.1445
===> Epoch[256](300/704): MSE-pixel: 0.1372
===> Epoch[256](330/704): MSE-pixel: 0.1406
===> Epoch[256](360/704): MSE-pixel: 0.1447
===> Epoch[256](390/704): MSE-pixel: 0.1363
===> Epoch[256](420/704): MSE-pixel: 0.1364
===> Epoch[256](450/704): MSE-pixel: 0.1449
===> Epoch[256](480/704): MSE-pixel: 0.1356
===> Epoch[256](510/704): MSE-pixel: 0.1368
===> Epoch[256](540/704): MSE-pixel: 0.1390
===> Epoch[256](570/704): MSE-pixel: 0.1345
===> Epoch[256](600/704): MSE-pixel: 0.1395
===> Epoch[256](630/704): MSE-pixel: 0.1351
===> Epoch[256](660/704): MSE-pixel: 0.1338
===> Epoch[256](690/704): MSE-pixel: 0.1399
learning rate = 0.0000000
===> Epoch[257](0/704): MSE-pixel: 0.1276
===> Epoch[257](30/704): MSE-pixel: 0.1379
===> Epoch[257](60/704): MSE-pixel: 0.1334
===> Epoch[257](90/704): MSE-pixel: 0.1357
===> Epoch[257](120/704): MSE-pixel: 0.1455
===> Epoch[257](150/704): MSE-pixel: 0.1372
===> Epoch[257](180/704): MSE-pixel: 0.1263
===> Epoch[257](210/704): MSE-pixel: 0.1573
===> Epoch[257](240/704): MSE-pixel: 0.1350
===> Epoch[257](270/704): MSE-pixel: 0.1450
===> Epoch[257](300/704): MSE-pixel: 0.1393
===> Epoch[257](330/704): MSE-pixel: 0.1444
===> Epoch[257](360/704): MSE-pixel: 0.1367
===> Epoch[257](390/704): MSE-pixel: 0.1442
===> Epoch[257](420/704): MSE-pixel: 0.1390
===> Epoch[257](450/704): MSE-pixel: 0.1348
===> Epoch[257](480/704): MSE-pixel: 0.1468
===> Epoch[257](510/704): MSE-pixel: 0.1373
===> Epoch[257](540/704): MSE-pixel: 0.1365
===> Epoch[257](570/704): MSE-pixel: 0.1450
===> Epoch[257](600/704): MSE-pixel: 0.1338
===> Epoch[257](630/704): MSE-pixel: 0.1435
===> Epoch[257](660/704): MSE-pixel: 0.1365
===> Epoch[257](690/704): MSE-pixel: 0.1446
learning rate = 0.0000000
===> Epoch[258](0/704): MSE-pixel: 0.1278
===> Epoch[258](30/704): MSE-pixel: 0.1421
===> Epoch[258](60/704): MSE-pixel: 0.1337
===> Epoch[258](90/704): MSE-pixel: 0.1393
===> Epoch[258](120/704): MSE-pixel: 0.1410
===> Epoch[258](150/704): MSE-pixel: 0.1273
===> Epoch[258](180/704): MSE-pixel: 0.1376
===> Epoch[258](210/704): MSE-pixel: 0.1457
===> Epoch[258](240/704): MSE-pixel: 0.1457
===> Epoch[258](270/704): MSE-pixel: 0.1314
===> Epoch[258](300/704): MSE-pixel: 0.1355
===> Epoch[258](330/704): MSE-pixel: 0.1475
===> Epoch[258](360/704): MSE-pixel: 0.1417
===> Epoch[258](390/704): MSE-pixel: 0.1452
===> Epoch[258](420/704): MSE-pixel: 0.1383
===> Epoch[258](450/704): MSE-pixel: 0.1358
===> Epoch[258](480/704): MSE-pixel: 0.1411
===> Epoch[258](510/704): MSE-pixel: 0.1429
===> Epoch[258](540/704): MSE-pixel: 0.1439
===> Epoch[258](570/704): MSE-pixel: 0.1531
===> Epoch[258](600/704): MSE-pixel: 0.1322
===> Epoch[258](630/704): MSE-pixel: 0.1438
===> Epoch[258](660/704): MSE-pixel: 0.1375
===> Epoch[258](690/704): MSE-pixel: 0.1560
learning rate = 0.0000000
